invoice_id,customer_id,subscription_id,invoice_number,invoice_date,period_start,period_end,subtotal,discount,total,currency,credit_amount
inv_0000122,cust_00006,sub_00006,INV-0000122,2025-05-28,2025-05-28,2025-06-28,2185.00,0.00,2185.00,GBP,0.00
inv_0000123,cust_00007,sub_00007,INV-0000123,2023-02-05,2023-02-05,2023-03-05,235.75,0.00,235.75,GBP,0.00
inv_0000124,cust_00007,sub_00007,INV-0000124,2023-03-05,2023-03-05,2023-04-05,235.75,0.00,235.75,GBP,0.00
inv_0000125,cust_00007,sub_00007,INV-0000125,2023-04-05,2023-04-05,2023-05-05,235.75,0.00,235.75,GBP,0.00
inv_0000126,cust_00007,sub_00007,INV-0000126,2023-05-05,2023-05-05,2023-06-05,235.75,0.00,235.75,GBP,0.00
inv_0000127,cust_00007,sub_00007,INV-0000127,2023-06-05,2023-06-05,2023-07-05,235.75,0.00,235.75,GBP,0.00
inv_0000128,cust_00007,sub_00007,INV-0000128,2023-07-05,2023-07-05,2023-08-05,235.75,0.00,235.75,GBP,0.00
inv_0000129,cust_00007,sub_00007,INV-0000129,2023-08-05,2023-08-05,2023-09-05,235.75,0.00,235.75,GBP,0.00
inv_0000130,cust_00007,sub_00007,INV-0000130,2023-09-05,2023-09-05,2023-10-05,235.75,0.00,235.75,GBP,0.00
inv_0000131,cust_00007,sub_00007,INV-0000131,2023-10-05,2023-10-05,2023-11-05,235.75,0.00,235.75,GBP,0.00
inv_0000132,cust_00007,sub_00007,INV-0000132,2023-11-05,2023-11-05,2023-12-05,235.75,0.00,235.75,GBP,0.00
inv_0000133,cust_00007,sub_00007,INV-0000133,2023-12-05,2023-12-05,2024-01-05,235.75,0.00,235.75,GBP,0.00
inv_0000134,cust_00007,sub_00007,INV-0000134,2024-01-05,2024-01-05,2024-02-05,235.75,0.00,235.75,GBP,0.00
inv_0000135,cust_00007,sub_00007,INV-0000135,2024-02-05,2024-02-05,2024-03-05,235.75,0.00,235.75,GBP,0.00
inv_0000136,cust_00007,sub_00007,INV-0000136,2024-03-05,2024-03-05,2024-04-05,235.75,0.00,235.75,GBP,0.00
inv_0000137,cust_00007,sub_00007,INV-0000137,2024-04-05,2024-04-05,2024-05-05,235.75,0.00,235.75,GBP,0.00
inv_0000138,cust_00007,sub_00007,INV-0000138,2024-05-05,2024-05-05,2024-06-05,235.75,0.00,235.75,GBP,0.00
inv_0000139,cust_00007,sub_00007,INV-0000139,2024-06-05,2024-06-05,2024-07-05,235.75,0.00,235.75,GBP,0.00
inv_0000140,cust_00007,sub_00007,INV-0000140,2024-07-05,2024-07-05,2024-08-05,235.75,0.00,235.75,GBP,0.00
inv_0000141,cust_00007,sub_00007,INV-0000141,2024-08-05,2024-08-05,2024-09-05,235.75,0.00,235.75,GBP,0.00
inv_0000142,cust_00007,sub_00007,INV-0000142,2024-09-05,2024-09-05,2024-10-05,235.75,0.00,235.75,GBP,0.00
inv_0000143,cust_00007,sub_00007,INV-0000143,2024-10-05,2024-10-05,2024-11-05,235.75,0.00,235.75,GBP,0.00
inv_0000144,cust_00007,sub_00007,INV-0000144,2024-11-05,2024-11-05,2024-12-05,235.75,0.00,235.75,GBP,0.00
inv_0000145,cust_00007,sub_00007,INV-0000145,2024-12-05,2024-12-05,2025-01-05,235.75,0.00,235.75,GBP,0.00
inv_0000146,cust_00007,sub_00007,INV-0000146,2025-01-05,2025-01-05,2025-02-05,235.75,0.00,235.75,GBP,0.00
inv_0000147,cust_00007,sub_00007,INV-0000147,2025-02-05,2025-02-05,2025-03-05,235.75,0.00,235.75,GBP,0.00
inv_0000148,cust_00007,sub_00007,INV-0000148,2025-03-05,2025-03-05,2025-04-05,235.75,0.00,235.75,GBP,0.00
inv_0000149,cust_00007,sub_00007,INV-0000149,2025-04-05,2025-04-05,2025-05-05,235.75,0.00,235.75,GBP,0.00
inv_0000150,cust_00007,sub_00007,INV-0000150,2025-05-05,2025-05-05,2025-06-05,235.75,0.00,235.75,GBP,0.00
inv_0000151,cust_00008,sub_00008,INV-0000151,2023-02-11,2023-02-11,2023-03-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000152,cust_00008,sub_00008,INV-0000152,2023-03-11,2023-03-11,2023-04-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000153,cust_00008,sub_00008,INV-0000153,2023-04-11,2023-04-11,2023-05-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000154,cust_00008,sub_00008,INV-0000154,2023-05-11,2023-05-11,2023-06-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000155,cust_00008,sub_00008,INV-0000155,2023-06-11,2023-06-11,2023-07-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000156,cust_00008,sub_00008,INV-0000156,2023-07-11,2023-07-11,2023-08-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000157,cust_00008,sub_00008,INV-0000157,2023-08-11,2023-08-11,2023-09-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000158,cust_00008,sub_00008,INV-0000158,2023-09-11,2023-09-11,2023-10-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000159,cust_00008,sub_00008,INV-0000159,2023-10-11,2023-10-11,2023-11-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000160,cust_00008,sub_00008,INV-0000160,2023-11-11,2023-11-11,2023-12-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000161,cust_00008,sub_00008,INV-0000161,2023-12-11,2023-12-11,2024-01-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000162,cust_00008,sub_00008,INV-0000162,2024-01-11,2024-01-11,2024-02-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000163,cust_00008,sub_00008,INV-0000163,2024-02-11,2024-02-11,2024-03-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000164,cust_00008,sub_00008,INV-0000164,2024-03-11,2024-03-11,2024-04-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000165,cust_00008,sub_00008,INV-0000165,2024-04-11,2024-04-11,2024-05-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000166,cust_00008,sub_00008,INV-0000166,2024-05-11,2024-05-11,2024-06-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000167,cust_00008,sub_00008,INV-0000167,2024-06-11,2024-06-11,2024-07-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000168,cust_00008,sub_00008,INV-0000168,2024-07-11,2024-07-11,2024-08-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000169,cust_00008,sub_00008,INV-0000169,2024-08-11,2024-08-11,2024-09-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000170,cust_00008,sub_00008,INV-0000170,2024-09-11,2024-09-11,2024-10-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000171,cust_00008,sub_00008,INV-0000171,2024-10-11,2024-10-11,2024-11-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000172,cust_00008,sub_00008,INV-0000172,2024-11-11,2024-11-11,2024-12-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000173,cust_00008,sub_00008,INV-0000173,2024-12-11,2024-12-11,2025-01-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000174,cust_00008,sub_00008,INV-0000174,2025-01-11,2025-01-11,2025-02-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000175,cust_00008,sub_00008,INV-0000175,2025-02-11,2025-02-11,2025-03-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000176,cust_00008,sub_00008,INV-0000176,2025-03-11,2025-03-11,2025-04-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000177,cust_00008,sub_00008,INV-0000177,2025-04-11,2025-04-11,2025-05-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000178,cust_00008,sub_00008,INV-0000178,2025-05-11,2025-05-11,2025-06-11,1383.45,0.00,1383.45,GBP,0.00
inv_0000179,cust_00009,sub_00009,INV-0000179,2023-02-17,2023-02-17,2024-02-17,16284.00,0.00,16284.00,GBP,0.00
inv_0000180,cust_00009,sub_00009,INV-0000180,2024-02-17,2024-02-17,2025-02-17,16284.00,0.00,16284.00,GBP,0.00
inv_0000181,cust_00009,sub_00009,INV-0000181,2025-02-17,2025-02-17,2026-02-17,16284.00,0.00,16284.00,GBP,0.00
inv_0000182,cust_00010,sub_00010,INV-0000182,2023-02-22,2023-02-22,2023-03-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000183,cust_00010,sub_00010,INV-0000183,2023-03-22,2023-03-22,2023-04-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000184,cust_00010,sub_00010,INV-0000184,2023-04-22,2023-04-22,2023-05-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000185,cust_00010,sub_00010,INV-0000185,2023-05-22,2023-05-22,2023-06-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000186,cust_00010,sub_00010,INV-0000186,2023-06-22,2023-06-22,2023-07-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000187,cust_00010,sub_00010,INV-0000187,2023-07-22,2023-07-22,2023-08-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000188,cust_00010,sub_00010,INV-0000188,2023-08-22,2023-08-22,2023-09-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000189,cust_00010,sub_00010,INV-0000189,2023-09-22,2023-09-22,2023-10-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000190,cust_00010,sub_00010,INV-0000190,2023-10-22,2023-10-22,2023-11-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000191,cust_00010,sub_00010,INV-0000191,2023-11-22,2023-11-22,2023-12-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000192,cust_00010,sub_00010,INV-0000192,2023-12-22,2023-12-22,2024-01-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000193,cust_00010,sub_00010,INV-0000193,2024-01-22,2024-01-22,2024-02-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000194,cust_00010,sub_00010,INV-0000194,2024-02-22,2024-02-22,2024-03-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000195,cust_00010,sub_00010,INV-0000195,2024-03-22,2024-03-22,2024-04-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000196,cust_00010,sub_00010,INV-0000196,2024-04-22,2024-04-22,2024-05-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000197,cust_00010,sub_00010,INV-0000197,2024-05-22,2024-05-22,2024-06-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000198,cust_00010,sub_00010,INV-0000198,2024-06-22,2024-06-22,2024-07-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000199,cust_00010,sub_00010,INV-0000199,2024-07-22,2024-07-22,2024-08-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000200,cust_00010,sub_00010,INV-0000200,2024-08-22,2024-08-22,2024-09-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000201,cust_00010,sub_00010,INV-0000201,2024-09-22,2024-09-22,2024-10-22,2185.00,0.00,2185.00,GBP,0.00
inv_0000202,cust_00010,sub_00010,INV-0000202,2024-10-22,2024-10-22,2024-11-22,2185.00,0.00,2185.00,GBP,0.00
