invoice_id,customer_id,subscription_id,invoice_number,invoice_date,period_start,period_end,subtotal,discount,total,currency,credit_amount
inv_0000058,cust_00003,sub_00003,INV-0000058,2025-07-03,2025-07-03,2025-08-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000059,cust_00003,sub_00003,INV-0000059,2025-08-03,2025-08-03,2025-09-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000060,cust_00003,sub_00003,INV-0000060,2025-09-03,2025-09-03,2025-10-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000061,cust_00003,sub_00003,INV-0000061,2025-10-03,2025-10-03,2025-11-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000062,cust_00003,sub_00003,INV-0000062,2025-11-03,2025-11-03,2025-12-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000063,cust_00003,sub_00003,INV-0000063,2025-12-03,2025-12-03,2026-01-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000064,cust_00003,sub_00003,INV-0000064,2026-01-03,2026-01-03,2026-02-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000065,cust_00003,sub_00003,INV-0000065,2026-02-03,2026-02-03,2026-03-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000066,cust_00003,sub_00003,INV-0000066,2026-03-03,2026-03-03,2026-04-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000067,cust_00003,sub_00003,INV-0000067,2026-04-03,2026-04-03,2026-05-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000068,cust_00003,sub_00003,INV-0000068,2026-05-03,2026-05-03,2026-06-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000069,cust_00003,sub_00003,INV-0000069,2026-06-03,2026-06-03,2026-07-03,2681.80,0.00,2681.80,GBP,0.00
inv_0000070,cust_00004,sub_00004,INV-0000070,2024-08-04,2024-08-04,2024-09-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000071,cust_00004,sub_00004,INV-0000071,2024-09-04,2024-09-04,2024-10-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000072,cust_00004,sub_00004,INV-0000072,2024-10-04,2024-10-04,2024-11-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000073,cust_00004,sub_00004,INV-0000073,2024-11-04,2024-11-04,2024-12-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000074,cust_00004,sub_00004,INV-0000074,2024-12-04,2024-12-04,2025-01-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000075,cust_00004,sub_00004,INV-0000075,2025-01-04,2025-01-04,2025-02-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000076,cust_00004,sub_00004,INV-0000076,2025-02-04,2025-02-04,2025-03-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000077,cust_00004,sub_00004,INV-0000077,2025-03-04,2025-03-04,2025-04-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000078,cust_00004,sub_00004,INV-0000078,2025-04-04,2025-04-04,2025-05-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000079,cust_00004,sub_00004,INV-0000079,2025-05-04,2025-05-04,2025-06-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000080,cust_00004,sub_00004,INV-0000080,2025-06-04,2025-06-04,2025-07-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000081,cust_00004,sub_00004,INV-0000081,2025-07-04,2025-07-04,2025-08-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000082,cust_00004,sub_00004,INV-0000082,2025-08-04,2025-08-04,2025-09-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000083,cust_00004,sub_00004,INV-0000083,2025-09-04,2025-09-04,2025-10-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000084,cust_00004,sub_00004,INV-0000084,2025-10-04,2025-10-04,2025-11-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000085,cust_00004,sub_00004,INV-0000085,2025-11-04,2025-11-04,2025-12-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000086,cust_00004,sub_00004,INV-0000086,2025-12-04,2025-12-04,2026-01-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000087,cust_00004,sub_00004,INV-0000087,2026-01-04,2026-01-04,2026-02-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000088,cust_00004,sub_00004,INV-0000088,2026-02-04,2026-02-04,2026-03-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000089,cust_00004,sub_00004,INV-0000089,2026-03-04,2026-03-04,2026-04-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000090,cust_00004,sub_00004,INV-0000090,2026-04-04,2026-04-04,2026-05-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000091,cust_00004,sub_00004,INV-0000091,2026-05-04,2026-05-04,2026-06-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000092,cust_00004,sub_00004,INV-0000092,2026-06-04,2026-06-04,2026-07-04,4692.00,0.00,4692.00,GBP,0.00
inv_0000093,cust_00005,sub_00005,INV-0000093,2024-08-05,2024-08-05,2024-09-05,243.80,0.00,243.80,GBP,0.00
inv_0000094,cust_00005,sub_00005,INV-0000094,2024-09-05,2024-09-05,2024-10-05,243.80,0.00,243.80,GBP,0.00
inv_0000095,cust_00005,sub_00005,INV-0000095,2024-10-05,2024-10-05,2024-11-05,243.80,0.00,243.80,GBP,0.00
inv_0000096,cust_00005,sub_00005,INV-0000096,2024-11-05,2024-11-05,2024-12-05,243.80,0.00,243.80,GBP,0.00
inv_0000097,cust_00005,sub_00005,INV-0000097,2024-12-05,2024-12-05,2025-01-05,243.80,0.00,243.80,GBP,0.00
inv_0000098,cust_00005,sub_00005,INV-0000098,2025-01-05,2025-01-05,2025-02-05,243.80,0.00,243.80,GBP,0.00
inv_0000099,cust_00005,sub_00005,INV-0000099,2025-02-05,2025-02-05,2025-03-05,243.80,0.00,243.80,GBP,0.00
inv_0000100,cust_00005,sub_00005,INV-0000100,2025-03-05,2025-03-05,2025-04-05,243.80,0.00,243.80,GBP,0.00
inv_0000101,cust_00005,sub_00005,INV-0000101,2025-04-05,2025-04-05,2025-05-05,243.80,0.00,243.80,GBP,0.00
inv_0000102,cust_00005,sub_00005,INV-0000102,2025-05-05,2025-05-05,2025-06-05,243.80,0.00,243.80,GBP,0.00
inv_0000103,cust_00005,sub_00005,INV-0000103,2025-06-05,2025-06-05,2025-07-05,243.80,0.00,243.80,GBP,0.00
inv_0000104,cust_00005,sub_00005,INV-0000104,2025-07-05,2025-07-05,2025-08-05,243.80,0.00,243.80,GBP,0.00
inv_0000105,cust_00005,sub_00005,INV-0000105,2025-08-05,2025-08-05,2025-09-05,243.80,0.00,243.80,GBP,0.00
inv_0000106,cust_00005,sub_00005,INV-0000106,2025-09-05,2025-09-05,2025-10-05,243.80,0.00,243.80,GBP,0.00
inv_0000107,cust_00005,sub_00005,INV-0000107,2025-10-05,2025-10-05,2025-11-05,243.80,0.00,243.80,GBP,0.00
inv_0000108,cust_00005,sub_00005,INV-0000108,2025-11-05,2025-11-05,2025-12-05,243.80,0.00,243.80,GBP,0.00
inv_0000109,cust_00005,sub_00005,INV-0000109,2025-12-05,2025-12-05,2026-01-05,243.80,0.00,243.80,GBP,0.00
inv_0000110,cust_00005,sub_00005,INV-0000110,2026-01-05,2026-01-05,2026-02-05,243.80,0.00,243.80,GBP,0.00
inv_0000111,cust_00005,sub_00005,INV-0000111,2026-02-05,2026-02-05,2026-03-05,243.80,0.00,243.80,GBP,0.00
inv_0000112,cust_00005,sub_00005,INV-0000112,2026-03-05,2026-03-05,2026-04-05,243.80,0.00,243.80,GBP,0.00
inv_0000113,cust_00005,sub_00005,INV-0000113,2026-04-05,2026-04-05,2026-05-05,243.80,0.00,243.80,GBP,0.00
inv_0000114,cust_00005,sub_00005,INV-0000114,2026-05-05,2026-05-05,2026-06-05,243.80,0.00,243.80,GBP,0.00
inv_0000115,cust_00005,sub_00005,INV-0000115,2026-06-05,2026-06-05,2026-07-05,243.80,0.00,243.80,GBP,0.00
inv_0000116,cust_00006,sub_00006,INV-0000116,2024-08-06,2024-08-06,2024-09-06,786.60,0.00,786.60,GBP,0.00
inv_0000117,cust_00006,sub_00006,INV-0000117,2024-09-06,2024-09-06,2024-10-06,786.60,0.00,786.60,GBP,0.00
inv_0000118,cust_00006,sub_00006,INV-0000118,2024-10-06,2024-10-06,2024-11-06,786.60,0.00,786.60,GBP,0.00
inv_0000119,cust_00006,sub_00006,INV-0000119,2024-11-06,2024-11-06,2024-12-06,786.60,0.00,786.60,GBP,0.00
inv_0000120,cust_00006,sub_00006,INV-0000120,2024-12-06,2024-12-06,2025-01-06,786.60,0.00,786.60,GBP,0.00
inv_0000121,cust_00006,sub_00006,INV-0000121,2025-01-06,2025-01-06,2025-02-06,786.60,0.00,786.60,GBP,0.00
inv_0000122,cust_00006,sub_00006,INV-0000122,2025-02-06,2025-02-06,2025-03-06,786.60,0.00,786.60,GBP,0.00
inv_0000123,cust_00006,sub_00006,INV-0000123,2025-03-06,2025-03-06,2025-04-06,786.60,0.00,786.60,GBP,0.00
inv_0000124,cust_00006,sub_00006,INV-0000124,2025-04-06,2025-04-06,2025-05-06,786.60,0.00,786.60,GBP,0.00
inv_0000125,cust_00006,sub_00006,INV-0000125,2025-05-06,2025-05-06,2025-06-06,786.60,0.00,786.60,GBP,0.00
inv_0000126,cust_00006,sub_00006,INV-0000126,2025-06-06,2025-06-06,2025-07-06,786.60,0.00,786.60,GBP,0.00
inv_0000127,cust_00006,sub_00006,INV-0000127,2025-07-06,2025-07-06,2025-08-06,786.60,0.00,786.60,GBP,0.00
inv_0000128,cust_00006,sub_00006,INV-0000128,2025-08-06,2025-08-06,2025-09-06,786.60,0.00,786.60,GBP,0.00
inv_0000129,cust_00006,sub_00006,INV-0000129,2025-09-06,2025-09-06,2025-10-06,786.60,0.00,786.60,GBP,0.00
inv_0000130,cust_00006,sub_00006,INV-0000130,2025-10-06,2025-10-06,2025-11-06,786.60,0.00,786.60,GBP,0.00
inv_0000131,cust_00006,sub_00006,INV-0000131,2025-11-06,2025-11-06,2025-12-06,786.60,0.00,786.60,GBP,0.00
inv_0000132,cust_00006,sub_00006,INV-0000132,2025-12-06,2025-12-06,2026-01-06,786.60,0.00,786.60,GBP,0.00
inv_0000133,cust_00006,sub_00006,INV-0000133,2026-01-06,2026-01-06,2026-02-06,786.60,0.00,786.60,GBP,0.00
inv_0000134,cust_00006,sub_00006,INV-0000134,2026-02-06,2026-02-06,2026-03-06,786.60,0.00,786.60,GBP,0.00
inv_0000135,cust_00006,sub_00006,INV-0000135,2026-03-06,2026-03-06,2026-04-06,786.60,0.00,786.60,GBP,0.00
inv_0000136,cust_00006,sub_00006,INV-0000136,2026-04-06,2026-04-06,2026-05-06,786.60,0.00,786.60,GBP,0.00
inv_0000137,cust_00006,sub_00006,INV-0000137,2026-05-06,2026-05-06,2026-06-06,786.60,0.00,786.60,GBP,0.00
inv_0000138,cust_00006,sub_00006,INV-0000138,2026-06-06,2026-06-06,2026-07-06,786.60,0.00,786.60,GBP,0.00
inv_0000139,cust_00007,sub_00007,INV-0000139,2024-08-07,2024-08-07,2024-09-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000140,cust_00007,sub_00007,INV-0000140,2024-09-07,2024-09-07,2024-10-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000141,cust_00007,sub_00007,INV-0000141,2024-10-07,2024-10-07,2024-11-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000142,cust_00007,sub_00007,INV-0000142,2024-11-07,2024-11-07,2024-12-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000143,cust_00007,sub_00007,INV-0000143,2024-12-07,2024-12-07,2025-01-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000144,cust_00007,sub_00007,INV-0000144,2025-01-07,2025-01-07,2025-02-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000145,cust_00007,sub_00007,INV-0000145,2025-02-07,2025-02-07,2025-03-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000146,cust_00007,sub_00007,INV-0000146,2025-03-07,2025-03-07,2025-04-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000147,cust_00007,sub_00007,INV-0000147,2025-04-07,2025-04-07,2025-05-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000148,cust_00007,sub_00007,INV-0000148,2025-05-07,2025-05-07,2025-06-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000149,cust_00007,sub_00007,INV-0000149,2025-06-07,2025-06-07,2025-07-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000150,cust_00007,sub_00007,INV-0000150,2025-07-07,2025-07-07,2025-08-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000151,cust_00007,sub_00007,INV-0000151,2025-08-07,2025-08-07,2025-09-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000152,cust_00007,sub_00007,INV-0000152,2025-09-07,2025-09-07,2025-10-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000153,cust_00007,sub_00007,INV-0000153,2025-10-07,2025-10-07,2025-11-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000154,cust_00007,sub_00007,INV-0000154,2025-11-07,2025-11-07,2025-12-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000155,cust_00007,sub_00007,INV-0000155,2025-12-07,2025-12-07,2026-01-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000156,cust_00007,sub_00007,INV-0000156,2026-01-07,2026-01-07,2026-02-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000157,cust_00007,sub_00007,INV-0000157,2026-02-07,2026-02-07,2026-03-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000158,cust_00007,sub_00007,INV-0000158,2026-03-07,2026-03-07,2026-04-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000159,cust_00007,sub_00007,INV-0000159,2026-04-07,2026-04-07,2026-05-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000160,cust_00007,sub_00007,INV-0000160,2026-05-07,2026-05-07,2026-06-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000161,cust_00007,sub_00007,INV-0000161,2026-06-07,2026-06-07,2026-07-07,1219.00,0.00,1219.00,GBP,0.00
inv_0000162,cust_00008,sub_00008,INV-0000162,2024-08-08,2024-08-08,2024-09-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000163,cust_00008,sub_00008,INV-0000163,2024-09-08,2024-09-08,2024-10-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000164,cust_00008,sub_00008,INV-0000164,2024-10-08,2024-10-08,2024-11-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000165,cust_00008,sub_00008,INV-0000165,2024-11-08,2024-11-08,2024-12-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000166,cust_00008,sub_00008,INV-0000166,2024-12-08,2024-12-08,2025-01-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000167,cust_00008,sub_00008,INV-0000167,2025-01-08,2025-01-08,2025-02-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000168,cust_00008,sub_00008,INV-0000168,2025-02-08,2025-02-08,2025-03-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000169,cust_00008,sub_00008,INV-0000169,2025-03-08,2025-03-08,2025-04-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000170,cust_00008,sub_00008,INV-0000170,2025-04-08,2025-04-08,2025-05-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000171,cust_00008,sub_00008,INV-0000171,2025-05-08,2025-05-08,2025-06-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000172,cust_00008,sub_00008,INV-0000172,2025-06-08,2025-06-08,2025-07-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000173,cust_00008,sub_00008,INV-0000173,2025-07-08,2025-07-08,2025-08-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000174,cust_00008,sub_00008,INV-0000174,2025-08-08,2025-08-08,2025-09-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000175,cust_00008,sub_00008,INV-0000175,2025-09-08,2025-09-08,2025-10-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000176,cust_00008,sub_00008,INV-0000176,2025-10-08,2025-10-08,2025-11-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000177,cust_00008,sub_00008,INV-0000177,2025-11-08,2025-11-08,2025-12-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000178,cust_00008,sub_00008,INV-0000178,2025-12-08,2025-12-08,2026-01-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000179,cust_00008,sub_00008,INV-0000179,2026-01-08,2026-01-08,2026-02-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000180,cust_00008,sub_00008,INV-0000180,2026-02-08,2026-02-08,2026-03-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000181,cust_00008,sub_00008,INV-0000181,2026-03-08,2026-03-08,2026-04-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000182,cust_00008,sub_00008,INV-0000182,2026-04-08,2026-04-08,2026-05-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000183,cust_00008,sub_00008,INV-0000183,2026-05-08,2026-05-08,2026-06-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000184,cust_00008,sub_00008,INV-0000184,2026-06-08,2026-06-08,2026-07-08,2346.00,0.00,2346.00,GBP,0.00
inv_0000185,cust_00009,sub_00009,INV-0000185,2024-08-09,2024-08-09,2024-09-09,548.55,0.00,548.55,GBP,0.00
inv_0000186,cust_00009,sub_00009,INV-0000186,2024-09-09,2024-09-09,2024-10-09,548.55,0.00,548.55,GBP,0.00
inv_0000187,cust_00009,sub_00009,INV-0000187,2024-10-09,2024-10-09,2024-11-09,548.55,0.00,548.55,GBP,0.00
inv_0000188,cust_00009,sub_00009,INV-0000188,2024-11-09,2024-11-09,2024-12-09,548.55,0.00,548.55,GBP,0.00
inv_0000189,cust_00009,sub_00009,INV-0000189,2024-12-09,2024-12-09,2025-01-09,548.55,0.00,548.55,GBP,0.00
inv_0000190,cust_00009,sub_00009,INV-0000190,2025-01-09,2025-01-09,2025-02-09,548.55,0.00,548.55,GBP,0.00
inv_0000191,cust_00009,sub_00009,INV-0000191,2025-02-09,2025-02-09,2025-03-09,548.55,0.00,548.55,GBP,0.00
inv_0000192,cust_00009,sub_00009,INV-0000192,2025-03-09,2025-03-09,2025-04-09,548.55,0.00,548.55,GBP,0.00
inv_0000193,cust_00009,sub_00009,INV-0000193,2025-04-09,2025-04-09,2025-05-09,548.55,0.00,548.55,GBP,0.00
inv_0000194,cust_00009,sub_00009,INV-0000194,2025-05-09,2025-05-09,2025-06-09,548.55,0.00,548.55,GBP,0.00
inv_0000195,cust_00009,sub_00009,INV-0000195,2025-06-09,2025-06-09,2025-07-09,548.55,0.00,548.55,GBP,0.00
inv_0000196,cust_00009,sub_00009,INV-0000196,2025-07-09,2025-07-09,2025-08-09,548.55,0.00,548.55,GBP,0.00
inv_0000197,cust_00009,sub_00009,INV-0000197,2025-08-09,2025-08-09,2025-09-09,548.55,0.00,548.55,GBP,0.00
inv_0000198,cust_00009,sub_00009,INV-0000198,2025-09-09,2025-09-09,2025-10-09,548.55,0.00,548.55,GBP,0.00
inv_0000199,cust_00009,sub_00009,INV-0000199,2025-10-09,2025-10-09,2025-11-09,548.55,0.00,548.55,GBP,0.00
inv_0000200,cust_00009,sub_00009,INV-0000200,2025-11-09,2025-11-09,2025-12-09,548.55,0.00,548.55,GBP,0.00
inv_0000201,cust_00009,sub_00009,INV-0000201,2025-12-09,2025-12-09,2026-01-09,548.55,0.00,548.55,GBP,0.00
inv_0000202,cust_00009,sub_00009,INV-0000202,2026-01-09,2026-01-09,2026-02-09,548.55,0.00,548.55,GBP,0.00
inv_0000203,cust_00009,sub_00009,INV-0000203,2026-02-09,2026-02-09,2026-03-09,548.55,0.00,548.55,GBP,0.00
