isManualOverride,productId,lineItemId,line_item_date,sub_id,quantity,interval,UnitPrice,currency,extended_price,Customer ID,sku,invoiceId
false,prod_business_mo,li_00000074,12/04/2024,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000074
false,prod_business_mo,li_00000075,01/04/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000075
false,prod_business_mo,li_00000076,2025/02/04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000076
false,prod_business_mo,li_00000077,2025/03/04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000077
false,prod_business_mo,li_00000078,2025/04/04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000078
false,prod_business_mo,li_00000079,04/05/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000079
false,prod_business_mo,li_00000080,2025/06/04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000080
false,prod_business_mo,li_00000081,07/04/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000081
false,prod_business_mo,li_00000082,08/04/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000082
false,prod_business_mo,li_00000083,04/09/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000083
false,prod_business_mo,li_00000084,10/04/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000084
false,prod_business_mo,li_00000085,11/04/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000085
false,prod_business_mo,li_00000086,12/04/2025,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000086
false,prod_business_mo,li_00000087,2026-01-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000087
false,prod_business_mo,li_00000088,2026-02-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000088
false,prod_business_mo,li_00000089,04/03/2026,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000089
false,prod_business_mo,li_00000090,2026-04-04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000090
false,prod_business_mo,li_00000091,05/04/2026,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000091
false,prod_business_mo,li_00000092,2026/06/04,sub_00004,9,monthly,7816.9492,USD,70352.5430,cust_00004,SKU-BUSI-MO,inv_0000092
false,prod_starter_mo,li_00000093,2024-08-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000093
false,prod_starter_mo,li_00000094,2024-09-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000094
false,prod_starter_mo,li_00000095,10/05/2024,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000095
false,prod_starter_mo,li_00000096,05/11/2024,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000096
false,prod_starter_mo,li_00000097,05/12/2024,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000097
false,prod_starter_mo,li_00000098,2025/01/05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000098
false,prod_starter_mo,li_00000099,2025-02-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000099
false,prod_starter_mo,li_00000100,05/03/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000100
false,prod_starter_mo,li_00000101,2025/04/05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000101
false,prod_starter_mo,li_00000102,05/05/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000102
false,prod_starter_mo,li_00000103,2025/06/05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000103
false,prod_starter_mo,li_00000104,05/07/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000104
false,prod_starter_mo,li_00000105,2025-08-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000105
false,prod_starter_mo,li_00000106,09/05/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000106
false,prod_starter_mo,li_00000107,05/10/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000107
false,prod_starter_mo,li_00000108,05/11/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000108
false,prod_starter_mo,li_00000109,05/12/2025,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000109
false,prod_starter_mo,li_00000110,01/05/2026,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000110
false,prod_starter_mo,li_00000111,2026-02-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000111
false,prod_starter_mo,li_00000112,05/03/2026,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000112
false,prod_starter_mo,li_00000113,2026-04-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000113
false,prod_starter_mo,li_00000114,2026/05/05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000114
false,prod_starter_mo,li_00000115,2026-06-05,sub_00005,4,monthly,1207.0289,USD,4828.1157,cust_00005,SKU-STAR-MO,inv_0000115
false,prod_growth_mo,li_00000116,2024/08/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000116
false,prod_growth_mo,li_00000117,06/09/2024,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000117
false,prod_growth_mo,li_00000118,2024/10/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000118
false,prod_growth_mo,li_00000119,2024/11/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000119
false,prod_growth_mo,li_00000120,2024/12/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000120
false,prod_growth_mo,li_00000121,01/06/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000121
false,prod_growth_mo,li_00000122,2025-02-06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000122
false,prod_growth_mo,li_00000123,03/06/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000123
false,prod_growth_mo,li_00000124,04/06/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000124
false,prod_growth_mo,li_00000125,06/05/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000125
false,prod_growth_mo,li_00000126,06/06/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000126
false,prod_growth_mo,li_00000127,07/06/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000127
false,prod_growth_mo,li_00000128,2025/08/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000128
false,prod_growth_mo,li_00000129,2025/09/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000129
false,prod_growth_mo,li_00000130,06/10/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000130
false,prod_growth_mo,li_00000131,2025-11-06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000131
false,prod_growth_mo,li_00000132,12/06/2025,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000132
false,prod_growth_mo,li_00000133,2026-01-06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000133
false,prod_growth_mo,li_00000134,02/06/2026,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000134
false,prod_growth_mo,li_00000135,06/03/2026,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000135
false,prod_growth_mo,li_00000136,04/06/2026,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000136
false,prod_growth_mo,li_00000137,2026/05/06,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000137
false,prod_growth_mo,li_00000138,06/06/2026,sub_00006,3,monthly,1915.9189,USD,5747.7568,cust_00006,SKU-GROW-MO,inv_0000138
false,prod_professional_mo,li_00000139,2024/08/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000139
false,prod_professional_mo,li_00000140,07/09/2024,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000140
false,prod_professional_mo,li_00000141,2024/10/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000141
false,prod_professional_mo,li_00000142,2024/11/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000142
false,prod_professional_mo,li_00000143,2024/12/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000143
false,prod_professional_mo,li_00000144,01/07/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000144
false,prod_professional_mo,li_00000145,2025/02/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000145
false,prod_professional_mo,li_00000146,03/07/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000146
false,prod_professional_mo,li_00000147,2025-04-07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000147
false,prod_professional_mo,li_00000148,05/07/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000148
false,prod_professional_mo,li_00000149,2025-06-07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000149
false,prod_professional_mo,li_00000150,2025/07/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000150
false,prod_professional_mo,li_00000151,08/07/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000151
false,prod_professional_mo,li_00000152,09/07/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000152
false,prod_professional_mo,li_00000153,07/10/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000153
false,prod_professional_mo,li_00000154,2025-11-07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000154
false,prod_professional_mo,li_00000155,07/12/2025,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000155
false,prod_professional_mo,li_00000156,2026/01/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000156
false,prod_professional_mo,li_00000157,2026/02/07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000157
false,prod_professional_mo,li_00000158,07/03/2026,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000158
false,prod_professional_mo,li_00000159,04/07/2026,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000159
false,prod_professional_mo,li_00000160,07/05/2026,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000160
false,prod_professional_mo,li_00000161,2026-06-07,sub_00007,12,monthly,4004.2706,USD,48051.2467,cust_00007,SKU-PROF-MO,inv_0000161
false,prod_business_mo,li_00000162,08/08/2024,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000162
false,prod_business_mo,li_00000163,2024/09/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000163
false,prod_business_mo,li_00000164,10/08/2024,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000164
false,prod_business_mo,li_00000165,2024/11/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000165
false,prod_business_mo,li_00000166,2024/12/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000166
false,prod_business_mo,li_00000167,01/08/2025,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000167
false,prod_business_mo,li_00000168,2025-02-08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000168
false,prod_business_mo,li_00000169,08/03/2025,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000169
false,prod_business_mo,li_00000170,2025/04/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000170
false,prod_business_mo,li_00000171,2025-05-08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000171
false,prod_business_mo,li_00000172,2025/06/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000172
false,prod_business_mo,li_00000173,2025/07/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000173
false,prod_business_mo,li_00000174,2025-08-08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000174
false,prod_business_mo,li_00000175,09/08/2025,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000175
false,prod_business_mo,li_00000176,08/10/2025,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000176
false,prod_business_mo,li_00000177,2025-11-08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000177
false,prod_business_mo,li_00000178,2025/12/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000178
false,prod_business_mo,li_00000179,2026/01/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000179
false,prod_business_mo,li_00000180,2026-02-08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000180
false,prod_business_mo,li_00000181,08/03/2026,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000181
false,prod_business_mo,li_00000182,2026/04/08,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000182
false,prod_business_mo,li_00000183,05/08/2026,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000183
false,prod_business_mo,li_00000184,06/08/2026,sub_00008,3,monthly,7816.9492,USD,23450.8477,cust_00008,SKU-BUSI-MO,inv_0000184
