Subscription ID,Period End,discount,currency,credit_amount,InvoiceNumber,Invoice ID,Customer_Id,subtotal,invoiceDate,Period Start,total
sub_00001,2026-01-01,0.0000,USD,0.0000,INV-0000017,inv_0000017,cust_00001,8449.2025,01/12/2025,2025-12-01,8449.2025
sub_00001,2026-02-01,0.0000,USD,0.0000,INV-0000018,inv_0000018,cust_00001,8449.2025,2026-01-01,2026-01-01,8449.2025
sub_00001,2026-03-01,0.0000,USD,0.0000,INV-0000019,inv_0000019,cust_00001,8449.2025,01/02/2026,2026-02-01,8449.2025
sub_00001,2026-04-01,0.0000,USD,0.0000,INV-0000020,inv_0000020,cust_00001,8449.2025,2026-03-01,2026-03-01,8449.2025
sub_00001,2026-05-01,0.0000,USD,0.0000,INV-0000021,inv_0000021,cust_00001,8449.2025,2026/04/01,2026-04-01,8449.2025
sub_00001,2026-06-01,0.0000,USD,0.0000,INV-0000022,inv_0000022,cust_00001,8449.2025,2026/05/01,2026-05-01,8449.2025
sub_00001,2026-07-01,0.0000,USD,0.0000,INV-0000023,inv_0000023,cust_00001,8449.2025,06/01/2026,2026-06-01,8449.2025
sub_00002,2024-09-02,0.0000,USD,0.0000,INV-0000024,inv_0000024,cust_00002,19159.1893,2024-08-02,2024-08-02,19159.1893
sub_00002,2024-10-02,0.0000,USD,0.0000,INV-0000025,inv_0000025,cust_00002,19159.1893,09/02/2024,2024-09-02,19159.1893
sub_00002,2024-11-02,0.0000,USD,0.0000,INV-0000026,inv_0000026,cust_00002,19159.1893,10/02/2024,2024-10-02,19159.1893
sub_00002,2024-12-02,0.0000,USD,0.0000,INV-0000027,inv_0000027,cust_00002,19159.1893,11/02/2024,2024-11-02,19159.1893
sub_00002,2025-01-02,0.0000,USD,0.0000,INV-0000028,inv_0000028,cust_00002,19159.1893,02/12/2024,2024-12-02,19159.1893
sub_00002,2025-02-02,0.0000,USD,0.0000,INV-0000029,inv_0000029,cust_00002,19159.1893,02/01/2025,2025-01-02,19159.1893
sub_00002,2025-03-02,0.0000,USD,0.0000,INV-0000030,inv_0000030,cust_00002,19159.1893,02/02/2025,2025-02-02,19159.1893
sub_00002,2025-04-02,0.0000,USD,0.0000,INV-0000031,inv_0000031,cust_00002,19159.1893,2025/03/02,2025-03-02,19159.1893
sub_00002,2025-05-02,0.0000,USD,0.0000,INV-0000032,inv_0000032,cust_00002,19159.1893,2025-04-02,2025-04-02,19159.1893
sub_00002,2025-06-02,0.0000,USD,0.0000,INV-0000033,inv_0000033,cust_00002,19159.1893,2025/05/02,2025-05-02,19159.1893
sub_00002,2025-07-02,0.0000,USD,0.0000,INV-0000034,inv_0000034,cust_00002,19159.1893,02/06/2025,2025-06-02,19159.1893
sub_00002,2025-08-02,0.0000,USD,0.0000,INV-0000035,inv_0000035,cust_00002,19159.1893,2025-07-02,2025-07-02,19159.1893
sub_00002,2025-09-02,0.0000,USD,0.0000,INV-0000036,inv_0000036,cust_00002,19159.1893,08/02/2025,2025-08-02,19159.1893
sub_00002,2025-10-02,0.0000,USD,0.0000,INV-0000037,inv_0000037,cust_00002,19159.1893,2025/09/02,2025-09-02,19159.1893
sub_00002,2025-11-02,0.0000,USD,0.0000,INV-0000038,inv_0000038,cust_00002,19159.1893,2025/10/02,2025-10-02,19159.1893
sub_00002,2025-12-02,0.0000,USD,0.0000,INV-0000039,inv_0000039,cust_00002,19159.1893,11/02/2025,2025-11-02,19159.1893
sub_00002,2026-01-02,0.0000,USD,0.0000,INV-0000040,inv_0000040,cust_00002,19159.1893,2025-12-02,2025-12-02,19159.1893
sub_00002,2026-02-02,0.0000,USD,0.0000,INV-0000041,inv_0000041,cust_00002,19159.1893,01/02/2026,2026-01-02,19159.1893
sub_00002,2026-03-02,0.0000,USD,0.0000,INV-0000042,inv_0000042,cust_00002,19159.1893,02/02/2026,2026-02-02,19159.1893
sub_00002,2026-04-02,0.0000,USD,0.0000,INV-0000043,inv_0000043,cust_00002,19159.1893,2026/03/02,2026-03-02,19159.1893
sub_00002,2026-05-02,0.0000,USD,0.0000,INV-0000044,inv_0000044,cust_00002,19159.1893,02/04/2026,2026-04-02,19159.1893
sub_00002,2026-06-02,0.0000,USD,0.0000,INV-0000045,inv_0000045,cust_00002,19159.1893,05/02/2026,2026-05-02,19159.1893
sub_00002,2026-07-02,0.0000,USD,0.0000,INV-0000046,inv_0000046,cust_00002,19159.1893,2026-06-02,2026-06-02,19159.1893
sub_00003,2024-09-03,0.0000,USD,0.0000,INV-0000047,inv_0000047,cust_00003,24025.6233,2024/08/03,2024-08-03,24025.6233
sub_00003,2024-10-03,0.0000,USD,0.0000,INV-0000048,inv_0000048,cust_00003,24025.6233,2024/09/03,2024-09-03,24025.6233
sub_00003,2024-11-03,0.0000,USD,0.0000,INV-0000049,inv_0000049,cust_00003,24025.6233,03/10/2024,2024-10-03,24025.6233
sub_00003,2024-12-03,0.0000,USD,0.0000,INV-0000050,inv_0000050,cust_00003,24025.6233,11/03/2024,2024-11-03,24025.6233
sub_00003,2025-01-03,0.0000,USD,0.0000,INV-0000051,inv_0000051,cust_00003,24025.6233,03/12/2024,2024-12-03,24025.6233
sub_00003,2025-02-03,0.0000,USD,0.0000,INV-0000052,inv_0000052,cust_00003,24025.6233,03/01/2025,2025-01-03,24025.6233
sub_00003,2025-03-03,0.0000,USD,0.0000,INV-0000053,inv_0000053,cust_00003,24025.6233,2025/02/03,2025-02-03,24025.6233
sub_00003,2025-04-03,0.0000,USD,0.0000,INV-0000054,inv_0000054,cust_00003,24025.6233,2025-03-03,2025-03-03,24025.6233
sub_00003,2025-05-03,0.0000,USD,0.0000,INV-0000055,inv_0000055,cust_00003,24025.6233,2025-04-03,2025-04-03,24025.6233
sub_00003,2025-06-03,0.0000,USD,0.0000,INV-0000056,inv_0000056,cust_00003,24025.6233,2025/05/03,2025-05-03,24025.6233
sub_00003,2025-07-03,0.0000,USD,0.0000,INV-0000057,inv_0000057,cust_00003,24025.6233,2025-06-03,2025-06-03,24025.6233
sub_00003,2025-08-03,0.0000,USD,0.0000,INV-0000058,inv_0000058,cust_00003,24025.6233,03/07/2025,2025-07-03,24025.6233
sub_00003,2025-09-03,0.0000,USD,0.0000,INV-0000059,inv_0000059,cust_00003,24025.6233,2025-08-03,2025-08-03,24025.6233
sub_00003,2025-10-03,0.0000,USD,0.0000,INV-0000060,inv_0000060,cust_00003,24025.6233,2025/09/03,2025-09-03,24025.6233
sub_00003,2025-11-03,0.0000,USD,0.0000,INV-0000061,inv_0000061,cust_00003,24025.6233,2025-10-03,2025-10-03,24025.6233
sub_00003,2025-12-03,0.0000,USD,0.0000,INV-0000062,inv_0000062,cust_00003,24025.6233,03/11/2025,2025-11-03,24025.6233
sub_00003,2026-01-03,0.0000,USD,0.0000,INV-0000063,inv_0000063,cust_00003,24025.6233,2025-12-03,2025-12-03,24025.6233
sub_00003,2026-02-03,0.0000,USD,0.0000,INV-0000064,inv_0000064,cust_00003,24025.6233,2026-01-03,2026-01-03,24025.6233
sub_00003,2026-03-03,0.0000,USD,0.0000,INV-0000065,inv_0000065,cust_00003,24025.6233,02/03/2026,2026-02-03,24025.6233
sub_00003,2026-04-03,0.0000,USD,0.0000,INV-0000066,inv_0000066,cust_00003,24025.6233,03/03/2026,2026-03-03,24025.6233
sub_00003,2026-05-03,0.0000,USD,0.0000,INV-0000067,inv_0000067,cust_00003,24025.6233,04/03/2026,2026-04-03,24025.6233
sub_00003,2026-06-03,0.0000,USD,0.0000,INV-0000068,inv_0000068,cust_00003,24025.6233,03/05/2026,2026-05-03,24025.6233
sub_00003,2026-07-03,0.0000,USD,0.0000,INV-0000069,inv_0000069,cust_00003,24025.6233,2026-06-03,2026-06-03,24025.6233
sub_00004,2024-09-04,0.0000,USD,0.0000,INV-0000070,inv_0000070,cust_00004,70352.5430,04/08/2024,2024-08-04,70352.5430
sub_00004,2024-10-04,0.0000,USD,0.0000,INV-0000071,inv_0000071,cust_00004,70352.5430,2024-09-04,2024-09-04,70352.5430
sub_00004,2024-11-04,0.0000,USD,0.0000,INV-0000072,inv_0000072,cust_00004,70352.5430,04/10/2024,2024-10-04,70352.5430
sub_00004,2024-12-04,0.0000,USD,0.0000,INV-0000073,inv_0000073,cust_00004,70352.5430,2024/11/04,2024-11-04,70352.5430
sub_00004,2025-01-04,0.0000,USD,0.0000,INV-0000074,inv_0000074,cust_00004,70352.5430,12/04/2024,2024-12-04,70352.5430
sub_00004,2025-02-04,0.0000,USD,0.0000,INV-0000075,inv_0000075,cust_00004,70352.5430,01/04/2025,2025-01-04,70352.5430
sub_00004,2025-03-04,0.0000,USD,0.0000,INV-0000076,inv_0000076,cust_00004,70352.5430,2025/02/04,2025-02-04,70352.5430
sub_00004,2025-04-04,0.0000,USD,0.0000,INV-0000077,inv_0000077,cust_00004,70352.5430,2025-03-04,2025-03-04,70352.5430
sub_00004,2025-05-04,0.0000,USD,0.0000,INV-0000078,inv_0000078,cust_00004,70352.5430,04/04/2025,2025-04-04,70352.5430
sub_00004,2025-06-04,0.0000,USD,0.0000,INV-0000079,inv_0000079,cust_00004,70352.5430,2025/05/04,2025-05-04,70352.5430
sub_00004,2025-07-04,0.0000,USD,0.0000,INV-0000080,inv_0000080,cust_00004,70352.5430,2025/06/04,2025-06-04,70352.5430
sub_00004,2025-08-04,0.0000,USD,0.0000,INV-0000081,inv_0000081,cust_00004,70352.5430,2025-07-04,2025-07-04,70352.5430
sub_00004,2025-09-04,0.0000,USD,0.0000,INV-0000082,inv_0000082,cust_00004,70352.5430,2025-08-04,2025-08-04,70352.5430
sub_00004,2025-10-04,0.0000,USD,0.0000,INV-0000083,inv_0000083,cust_00004,70352.5430,04/09/2025,2025-09-04,70352.5430
sub_00004,2025-11-04,0.0000,USD,0.0000,INV-0000084,inv_0000084,cust_00004,70352.5430,10/04/2025,2025-10-04,70352.5430
sub_00004,2025-12-04,0.0000,USD,0.0000,INV-0000085,inv_0000085,cust_00004,70352.5430,11/04/2025,2025-11-04,70352.5430
sub_00004,2026-01-04,0.0000,USD,0.0000,INV-0000086,inv_0000086,cust_00004,70352.5430,2025-12-04,2025-12-04,70352.5430
sub_00004,2026-02-04,0.0000,USD,0.0000,INV-0000087,inv_0000087,cust_00004,70352.5430,01/04/2026,2026-01-04,70352.5430
sub_00004,2026-03-04,0.0000,USD,0.0000,INV-0000088,inv_0000088,cust_00004,70352.5430,2026/02/04,2026-02-04,70352.5430
sub_00004,2026-04-04,0.0000,USD,0.0000,INV-0000089,inv_0000089,cust_00004,70352.5430,04/03/2026,2026-03-04,70352.5430
sub_00004,2026-05-04,0.0000,USD,0.0000,INV-0000090,inv_0000090,cust_00004,70352.5430,04/04/2026,2026-04-04,70352.5430
sub_00004,2026-06-04,0.0000,USD,0.0000,INV-0000091,inv_0000091,cust_00004,70352.5430,05/04/2026,2026-05-04,70352.5430
sub_00004,2026-07-04,0.0000,USD,0.0000,INV-0000092,inv_0000092,cust_00004,70352.5430,04/06/2026,2026-06-04,70352.5430
sub_00005,2024-09-05,0.0000,USD,0.0000,INV-0000093,inv_0000093,cust_00005,4828.1157,05/08/2024,2024-08-05,4828.1157
sub_00005,2024-10-05,0.0000,USD,0.0000,INV-0000094,inv_0000094,cust_00005,4828.1157,05/09/2024,2024-09-05,4828.1157
sub_00005,2024-11-05,0.0000,USD,0.0000,INV-0000095,inv_0000095,cust_00005,4828.1157,2024/10/05,2024-10-05,4828.1157
sub_00005,2024-12-05,0.0000,USD,0.0000,INV-0000096,inv_0000096,cust_00005,4828.1157,2024/11/05,2024-11-05,4828.1157
sub_00005,2025-01-05,0.0000,USD,0.0000,INV-0000097,inv_0000097,cust_00005,4828.1157,05/12/2024,2024-12-05,4828.1157
sub_00005,2025-02-05,0.0000,USD,0.0000,INV-0000098,inv_0000098,cust_00005,4828.1157,05/01/2025,2025-01-05,4828.1157
sub_00005,2025-03-05,0.0000,USD,0.0000,INV-0000099,inv_0000099,cust_00005,4828.1157,05/02/2025,2025-02-05,4828.1157
sub_00005,2025-04-05,0.0000,USD,0.0000,INV-0000100,inv_0000100,cust_00005,4828.1157,2025-03-05,2025-03-05,4828.1157
sub_00005,2025-05-05,0.0000,USD,0.0000,INV-0000101,inv_0000101,cust_00005,4828.1157,2025-04-05,2025-04-05,4828.1157
sub_00005,2025-06-05,0.0000,USD,0.0000,INV-0000102,inv_0000102,cust_00005,4828.1157,2025/05/05,2025-05-05,4828.1157
sub_00005,2025-07-05,0.0000,USD,0.0000,INV-0000103,inv_0000103,cust_00005,4828.1157,05/06/2025,2025-06-05,4828.1157
sub_00005,2025-08-05,0.0000,USD,0.0000,INV-0000104,inv_0000104,cust_00005,4828.1157,05/07/2025,2025-07-05,4828.1157
sub_00005,2025-09-05,0.0000,USD,0.0000,INV-0000105,inv_0000105,cust_00005,4828.1157,05/08/2025,2025-08-05,4828.1157
sub_00005,2025-10-05,0.0000,USD,0.0000,INV-0000106,inv_0000106,cust_00005,4828.1157,05/09/2025,2025-09-05,4828.1157
sub_00005,2025-11-05,0.0000,USD,0.0000,INV-0000107,inv_0000107,cust_00005,4828.1157,10/05/2025,2025-10-05,4828.1157
sub_00005,2025-12-05,0.0000,USD,0.0000,INV-0000108,inv_0000108,cust_00005,4828.1157,2025/11/05,2025-11-05,4828.1157
sub_00005,2026-01-05,0.0000,USD,0.0000,INV-0000109,inv_0000109,cust_00005,4828.1157,2025-12-05,2025-12-05,4828.1157
sub_00005,2026-02-05,0.0000,USD,0.0000,INV-0000110,inv_0000110,cust_00005,4828.1157,2026-01-05,2026-01-05,4828.1157
sub_00005,2026-03-05,0.0000,USD,0.0000,INV-0000111,inv_0000111,cust_00005,4828.1157,2026/02/05,2026-02-05,4828.1157
sub_00005,2026-04-05,0.0000,USD,0.0000,INV-0000112,inv_0000112,cust_00005,4828.1157,05/03/2026,2026-03-05,4828.1157
sub_00005,2026-05-05,0.0000,USD,0.0000,INV-0000113,inv_0000113,cust_00005,4828.1157,04/05/2026,2026-04-05,4828.1157
sub_00005,2026-06-05,0.0000,USD,0.0000,INV-0000114,inv_0000114,cust_00005,4828.1157,05/05/2026,2026-05-05,4828.1157
sub_00005,2026-07-05,0.0000,USD,0.0000,INV-0000115,inv_0000115,cust_00005,4828.1157,2026/06/05,2026-06-05,4828.1157
sub_00006,2024-09-06,0.0000,USD,0.0000,INV-0000116,inv_0000116,cust_00006,5747.7568,2024/08/06,2024-08-06,5747.7568
sub_00006,2024-10-06,0.0000,USD,0.0000,INV-0000117,inv_0000117,cust_00006,5747.7568,2024/09/06,2024-09-06,5747.7568
sub_00006,2024-11-06,0.0000,USD,0.0000,INV-0000118,inv_0000118,cust_00006,5747.7568,2024-10-06,2024-10-06,5747.7568
sub_00006,2024-12-06,0.0000,USD,0.0000,INV-0000119,inv_0000119,cust_00006,5747.7568,06/11/2024,2024-11-06,5747.7568
sub_00006,2025-01-06,0.0000,USD,0.0000,INV-0000120,inv_0000120,cust_00006,5747.7568,2024-12-06,2024-12-06,5747.7568
sub_00006,2025-02-06,0.0000,USD,0.0000,INV-0000121,inv_0000121,cust_00006,5747.7568,2025-01-06,2025-01-06,5747.7568
sub_00006,2025-03-06,0.0000,USD,0.0000,INV-0000122,inv_0000122,cust_00006,5747.7568,2025/02/06,2025-02-06,5747.7568
sub_00006,2025-04-06,0.0000,USD,0.0000,INV-0000123,inv_0000123,cust_00006,5747.7568,2025/03/06,2025-03-06,5747.7568
sub_00006,2025-05-06,0.0000,USD,0.0000,INV-0000124,inv_0000124,cust_00006,5747.7568,06/04/2025,2025-04-06,5747.7568
sub_00006,2025-06-06,0.0000,USD,0.0000,INV-0000125,inv_0000125,cust_00006,5747.7568,2025-05-06,2025-05-06,5747.7568
sub_00006,2025-07-06,0.0000,USD,0.0000,INV-0000126,inv_0000126,cust_00006,5747.7568,06/06/2025,2025-06-06,5747.7568
sub_00006,2025-08-06,0.0000,USD,0.0000,INV-0000127,inv_0000127,cust_00006,5747.7568,2025-07-06,2025-07-06,5747.7568
sub_00006,2025-09-06,0.0000,USD,0.0000,INV-0000128,inv_0000128,cust_00006,5747.7568,06/08/2025,2025-08-06,5747.7568
sub_00006,2025-10-06,0.0000,USD,0.0000,INV-0000129,inv_0000129,cust_00006,5747.7568,2025/09/06,2025-09-06,5747.7568
sub_00006,2025-11-06,0.0000,USD,0.0000,INV-0000130,inv_0000130,cust_00006,5747.7568,2025-10-06,2025-10-06,5747.7568
sub_00006,2025-12-06,0.0000,USD,0.0000,INV-0000131,inv_0000131,cust_00006,5747.7568,11/06/2025,2025-11-06,5747.7568
sub_00006,2026-01-06,0.0000,USD,0.0000,INV-0000132,inv_0000132,cust_00006,5747.7568,2025/12/06,2025-12-06,5747.7568
sub_00006,2026-02-06,0.0000,USD,0.0000,INV-0000133,inv_0000133,cust_00006,5747.7568,01/06/2026,2026-01-06,5747.7568
sub_00006,2026-03-06,0.0000,USD,0.0000,INV-0000134,inv_0000134,cust_00006,5747.7568,06/02/2026,2026-02-06,5747.7568
sub_00006,2026-04-06,0.0000,USD,0.0000,INV-0000135,inv_0000135,cust_00006,5747.7568,2026/03/06,2026-03-06,5747.7568
sub_00006,2026-05-06,0.0000,USD,0.0000,INV-0000136,inv_0000136,cust_00006,5747.7568,06/04/2026,2026-04-06,5747.7568
sub_00006,2026-06-06,0.0000,USD,0.0000,INV-0000137,inv_0000137,cust_00006,5747.7568,2026/05/06,2026-05-06,5747.7568
sub_00006,2026-07-06,0.0000,USD,0.0000,INV-0000138,inv_0000138,cust_00006,5747.7568,2026/06/06,2026-06-06,5747.7568
sub_00007,2024-09-07,0.0000,USD,0.0000,INV-0000139,inv_0000139,cust_00007,48051.2467,2024/08/07,2024-08-07,48051.2467
sub_00007,2024-10-07,0.0000,USD,0.0000,INV-0000140,inv_0000140,cust_00007,48051.2467,07/09/2024,2024-09-07,48051.2467
sub_00007,2024-11-07,0.0000,USD,0.0000,INV-0000141,inv_0000141,cust_00007,48051.2467,2024/10/07,2024-10-07,48051.2467
sub_00007,2024-12-07,0.0000,USD,0.0000,INV-0000142,inv_0000142,cust_00007,48051.2467,2024-11-07,2024-11-07,48051.2467
sub_00007,2025-01-07,0.0000,USD,0.0000,INV-0000143,inv_0000143,cust_00007,48051.2467,12/07/2024,2024-12-07,48051.2467
sub_00007,2025-02-07,0.0000,USD,0.0000,INV-0000144,inv_0000144,cust_00007,48051.2467,01/07/2025,2025-01-07,48051.2467
sub_00007,2025-03-07,0.0000,USD,0.0000,INV-0000145,inv_0000145,cust_00007,48051.2467,2025-02-07,2025-02-07,48051.2467
sub_00007,2025-04-07,0.0000,USD,0.0000,INV-0000146,inv_0000146,cust_00007,48051.2467,03/07/2025,2025-03-07,48051.2467
sub_00007,2025-05-07,0.0000,USD,0.0000,INV-0000147,inv_0000147,cust_00007,48051.2467,07/04/2025,2025-04-07,48051.2467
sub_00007,2025-06-07,0.0000,USD,0.0000,INV-0000148,inv_0000148,cust_00007,48051.2467,2025-05-07,2025-05-07,48051.2467
sub_00007,2025-07-07,0.0000,USD,0.0000,INV-0000149,inv_0000149,cust_00007,48051.2467,06/07/2025,2025-06-07,48051.2467
sub_00007,2025-08-07,0.0000,USD,0.0000,INV-0000150,inv_0000150,cust_00007,48051.2467,2025-07-07,2025-07-07,48051.2467
sub_00007,2025-09-07,0.0000,USD,0.0000,INV-0000151,inv_0000151,cust_00007,48051.2467,2025/08/07,2025-08-07,48051.2467
sub_00007,2025-10-07,0.0000,USD,0.0000,INV-0000152,inv_0000152,cust_00007,48051.2467,2025/09/07,2025-09-07,48051.2467
sub_00007,2025-11-07,0.0000,USD,0.0000,INV-0000153,inv_0000153,cust_00007,48051.2467,2025/10/07,2025-10-07,48051.2467
sub_00007,2025-12-07,0.0000,USD,0.0000,INV-0000154,inv_0000154,cust_00007,48051.2467,07/11/2025,2025-11-07,48051.2467
sub_00007,2026-01-07,0.0000,USD,0.0000,INV-0000155,inv_0000155,cust_00007,48051.2467,2025/12/07,2025-12-07,48051.2467
sub_00007,2026-02-07,0.0000,USD,0.0000,INV-0000156,inv_0000156,cust_00007,48051.2467,01/07/2026,2026-01-07,48051.2467
sub_00007,2026-03-07,0.0000,USD,0.0000,INV-0000157,inv_0000157,cust_00007,48051.2467,2026/02/07,2026-02-07,48051.2467
sub_00007,2026-04-07,0.0000,USD,0.0000,INV-0000158,inv_0000158,cust_00007,48051.2467,07/03/2026,2026-03-07,48051.2467
sub_00007,2026-05-07,0.0000,USD,0.0000,INV-0000159,inv_0000159,cust_00007,48051.2467,04/07/2026,2026-04-07,48051.2467
sub_00007,2026-06-07,0.0000,USD,0.0000,INV-0000160,inv_0000160,cust_00007,48051.2467,2026/05/07,2026-05-07,48051.2467
sub_00007,2026-07-07,0.0000,USD,0.0000,INV-0000161,inv_0000161,cust_00007,48051.2467,06/07/2026,2026-06-07,48051.2467
sub_00008,2024-09-08,0.0000,USD,0.0000,INV-0000162,inv_0000162,cust_00008,23450.8477,08/08/2024,2024-08-08,23450.8477
sub_00008,2024-10-08,0.0000,USD,0.0000,INV-0000163,inv_0000163,cust_00008,23450.8477,2024-09-08,2024-09-08,23450.8477
sub_00008,2024-11-08,0.0000,USD,0.0000,INV-0000164,inv_0000164,cust_00008,23450.8477,2024/10/08,2024-10-08,23450.8477
sub_00008,2024-12-08,0.0000,USD,0.0000,INV-0000165,inv_0000165,cust_00008,23450.8477,08/11/2024,2024-11-08,23450.8477
sub_00008,2025-01-08,0.0000,USD,0.0000,INV-0000166,inv_0000166,cust_00008,23450.8477,2024-12-08,2024-12-08,23450.8477
sub_00008,2025-02-08,0.0000,USD,0.0000,INV-0000167,inv_0000167,cust_00008,23450.8477,01/08/2025,2025-01-08,23450.8477
sub_00008,2025-03-08,0.0000,USD,0.0000,INV-0000168,inv_0000168,cust_00008,23450.8477,08/02/2025,2025-02-08,23450.8477
sub_00008,2025-04-08,0.0000,USD,0.0000,INV-0000169,inv_0000169,cust_00008,23450.8477,08/03/2025,2025-03-08,23450.8477
sub_00008,2025-05-08,0.0000,USD,0.0000,INV-0000170,inv_0000170,cust_00008,23450.8477,2025-04-08,2025-04-08,23450.8477
sub_00008,2025-06-08,0.0000,USD,0.0000,INV-0000171,inv_0000171,cust_00008,23450.8477,08/05/2025,2025-05-08,23450.8477
sub_00008,2025-07-08,0.0000,USD,0.0000,INV-0000172,inv_0000172,cust_00008,23450.8477,2025-06-08,2025-06-08,23450.8477
sub_00008,2025-08-08,0.0000,USD,0.0000,INV-0000173,inv_0000173,cust_00008,23450.8477,2025-07-08,2025-07-08,23450.8477
sub_00008,2025-09-08,0.0000,USD,0.0000,INV-0000174,inv_0000174,cust_00008,23450.8477,2025/08/08,2025-08-08,23450.8477
sub_00008,2025-10-08,0.0000,USD,0.0000,INV-0000175,inv_0000175,cust_00008,23450.8477,08/09/2025,2025-09-08,23450.8477
sub_00008,2025-11-08,0.0000,USD,0.0000,INV-0000176,inv_0000176,cust_00008,23450.8477,2025/10/08,2025-10-08,23450.8477
sub_00008,2025-12-08,0.0000,USD,0.0000,INV-0000177,inv_0000177,cust_00008,23450.8477,2025-11-08,2025-11-08,23450.8477
sub_00008,2026-01-08,0.0000,USD,0.0000,INV-0000178,inv_0000178,cust_00008,23450.8477,2025-12-08,2025-12-08,23450.8477
sub_00008,2026-02-08,0.0000,USD,0.0000,INV-0000179,inv_0000179,cust_00008,23450.8477,01/08/2026,2026-01-08,23450.8477
sub_00008,2026-03-08,0.0000,USD,0.0000,INV-0000180,inv_0000180,cust_00008,23450.8477,2026-02-08,2026-02-08,23450.8477
sub_00008,2026-04-08,0.0000,USD,0.0000,INV-0000181,inv_0000181,cust_00008,23450.8477,2026/03/08,2026-03-08,23450.8477
sub_00008,2026-05-08,0.0000,USD,0.0000,INV-0000182,inv_0000182,cust_00008,23450.8477,2026/04/08,2026-04-08,23450.8477
sub_00008,2026-06-08,0.0000,USD,0.0000,INV-0000183,inv_0000183,cust_00008,23450.8477,2026-05-08,2026-05-08,23450.8477
sub_00008,2026-07-08,0.0000,USD,0.0000,INV-0000184,inv_0000184,cust_00008,23450.8477,06/08/2026,2026-06-08,23450.8477
sub_00009,2024-09-09,0.0000,USD,0.0000,INV-0000185,inv_0000185,cust_00009,3621.0868,2024-08-09,2024-08-09,3621.0868
sub_00009,2024-10-09,0.0000,USD,0.0000,INV-0000186,inv_0000186,cust_00009,3621.0868,2024/09/09,2024-09-09,3621.0868
sub_00009,2024-11-09,0.0000,USD,0.0000,INV-0000187,inv_0000187,cust_00009,3621.0868,09/10/2024,2024-10-09,3621.0868
sub_00009,2024-12-09,0.0000,USD,0.0000,INV-0000188,inv_0000188,cust_00009,3621.0868,09/11/2024,2024-11-09,3621.0868
sub_00009,2025-01-09,0.0000,USD,0.0000,INV-0000189,inv_0000189,cust_00009,3621.0868,09/12/2024,2024-12-09,3621.0868
sub_00009,2025-02-09,0.0000,USD,0.0000,INV-0000190,inv_0000190,cust_00009,3621.0868,2025-01-09,2025-01-09,3621.0868
sub_00009,2025-03-09,0.0000,USD,0.0000,INV-0000191,inv_0000191,cust_00009,3621.0868,2025-02-09,2025-02-09,3621.0868
sub_00009,2025-04-09,0.0000,USD,0.0000,INV-0000192,inv_0000192,cust_00009,3621.0868,2025/03/09,2025-03-09,3621.0868
