line_item_id,invoice_id,customer_id,subscription_id,product_id,sku,quantity,unit_price,extended_price,billing_interval,line_item_date,currency,is_manual_override
mer_li_0000032,mer_inv_000032,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-06-01,USD,false
mer_li_0000033,mer_inv_000033,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-07-01,USD,false
mer_li_0000034,mer_inv_000034,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-08-01,USD,false
mer_li_0000035,mer_inv_000035,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-09-01,USD,false
mer_li_0000036,mer_inv_000036,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-10-01,USD,false
mer_li_0000037,mer_inv_000037,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-11-01,USD,false
mer_li_0000038,mer_inv_000038,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2024-12-01,USD,false
mer_li_0000039,mer_inv_000039,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-01-01,USD,false
mer_li_0000040,mer_inv_000040,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-02-01,USD,false
mer_li_0000041,mer_inv_000041,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-03-01,USD,false
mer_li_0000042,mer_inv_000042,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-04-01,USD,false
mer_li_0000043,mer_inv_000043,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-05-01,USD,false
mer_li_0000044,mer_inv_000044,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-06-01,USD,false
mer_li_0000045,mer_inv_000045,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-07-01,USD,false
mer_li_0000046,mer_inv_000046,mer_cust_0007,mer_sub_0007,prod_growth_mo,SKU-GROWTH,15,99.00,1485.00,monthly,2025-08-01,USD,false
mer_li_0000047,mer_inv_000047,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2023-09-04,USD,false
mer_li_0000048,mer_inv_000048,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2023-10-04,USD,false
mer_li_0000049,mer_inv_000049,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2023-11-04,USD,false
mer_li_0000050,mer_inv_000050,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2023-12-04,USD,false
mer_li_0000051,mer_inv_000051,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-01-04,USD,false
mer_li_0000052,mer_inv_000052,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-02-04,USD,false
mer_li_0000053,mer_inv_000053,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-03-04,USD,false
mer_li_0000054,mer_inv_000054,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-04-04,USD,false
mer_li_0000055,mer_inv_000055,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-05-04,USD,false
mer_li_0000056,mer_inv_000056,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-06-04,USD,false
mer_li_0000057,mer_inv_000057,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-07-04,USD,false
mer_li_0000058,mer_inv_000058,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-08-04,USD,false
mer_li_0000059,mer_inv_000059,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-09-04,USD,false
mer_li_0000060,mer_inv_000060,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-10-04,USD,false
mer_li_0000061,mer_inv_000061,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-11-04,USD,false
mer_li_0000062,mer_inv_000062,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2024-12-04,USD,false
mer_li_0000063,mer_inv_000063,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-01-04,USD,false
mer_li_0000064,mer_inv_000064,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-02-04,USD,false
mer_li_0000065,mer_inv_000065,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-03-04,USD,false
mer_li_0000066,mer_inv_000066,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-04-04,USD,false
mer_li_0000067,mer_inv_000067,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-05-04,USD,false
mer_li_0000068,mer_inv_000068,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-06-04,USD,false
mer_li_0000069,mer_inv_000069,mer_cust_0008,mer_sub_0008,prod_professional_mo,SKU-PRO,18,199.00,3582.00,monthly,2025-07-04,USD,false
mer_li_0000070,mer_inv_000070,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2023-09-07,USD,false
mer_li_0000071,mer_inv_000071,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2023-10-07,USD,false
mer_li_0000072,mer_inv_000072,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2023-11-07,USD,false
mer_li_0000073,mer_inv_000073,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2023-12-07,USD,false
mer_li_0000074,mer_inv_000074,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-01-07,USD,false
mer_li_0000075,mer_inv_000075,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-02-07,USD,false
mer_li_0000076,mer_inv_000076,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-03-07,USD,false
mer_li_0000077,mer_inv_000077,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-04-07,USD,false
mer_li_0000078,mer_inv_000078,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-05-07,USD,false
mer_li_0000079,mer_inv_000079,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-06-07,USD,false
mer_li_0000080,mer_inv_000080,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-07-07,USD,false
mer_li_0000081,mer_inv_000081,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-08-07,USD,false
mer_li_0000082,mer_inv_000082,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-09-07,USD,false
mer_li_0000083,mer_inv_000083,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-10-07,USD,false
mer_li_0000084,mer_inv_000084,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-11-07,USD,false
mer_li_0000085,mer_inv_000085,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2024-12-07,USD,false
mer_li_0000086,mer_inv_000086,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-01-07,USD,false
mer_li_0000087,mer_inv_000087,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-02-07,USD,false
mer_li_0000088,mer_inv_000088,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-03-07,USD,false
mer_li_0000089,mer_inv_000089,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-04-07,USD,false
mer_li_0000090,mer_inv_000090,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-05-07,USD,false
mer_li_0000091,mer_inv_000091,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-06-07,USD,false
mer_li_0000092,mer_inv_000092,mer_cust_0009,mer_sub_0009,prod_business_mo,SKU-BIZ,13,399.00,5187.00,monthly,2025-07-07,USD,false
mer_li_0000093,mer_inv_000093,mer_cust_0010,mer_sub_0010,prod_enterprise_mo,SKU-ENT,7,665.45,4658.15,monthly,2025-05-01,USD,false
mer_li_0000094,mer_inv_000094,mer_cust_0010,mer_sub_0010,prod_enterprise_mo,SKU-ENT,7,665.45,4658.15,monthly,2025-06-01,USD,false
mer_li_0000095,mer_inv_000095,mer_cust_0010,mer_sub_0010,prod_enterprise_mo,SKU-ENT,7,665.45,4658.15,monthly,2025-07-01,USD,false
mer_li_0000096,mer_inv_000096,mer_cust_0010,mer_sub_0010,prod_enterprise_mo,SKU-ENT,7,665.45,4658.15,monthly,2025-08-01,USD,false
mer_li_0000097,mer_inv_000097,mer_cust_0011,mer_sub_0011,prod_starter_yr,SKU-STARTER,12,466.48,5597.76,annual,2025-05-01,USD,false
mer_li_0000098,mer_inv_000098,mer_cust_0012,mer_sub_0012,prod_growth_mo,SKU-GROWTH,20,94.25,1885.00,monthly,2025-05-01,USD,false
mer_li_0000099,mer_inv_000099,mer_cust_0012,mer_sub_0012,prod_growth_mo,SKU-GROWTH,20,94.25,1885.00,monthly,2025-06-01,USD,false
mer_li_0000100,mer_inv_000100,mer_cust_0012,mer_sub_0012,prod_growth_mo,SKU-GROWTH,20,94.25,1885.00,monthly,2025-07-01,USD,false
mer_li_0000101,mer_inv_000101,mer_cust_0012,mer_sub_0012,prod_growth_mo,SKU-GROWTH,20,94.25,1885.00,monthly,2025-08-01,USD,false
mer_li_0000102,mer_inv_000102,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-06-01,USD,false
mer_li_0000103,mer_inv_000103,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-07-01,USD,false
mer_li_0000104,mer_inv_000104,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-08-01,USD,false
mer_li_0000105,mer_inv_000105,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-09-01,USD,false
mer_li_0000106,mer_inv_000106,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-10-01,USD,false
mer_li_0000107,mer_inv_000107,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-11-01,USD,false
mer_li_0000108,mer_inv_000108,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2023-12-01,USD,false
mer_li_0000109,mer_inv_000109,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-01-01,USD,false
mer_li_0000110,mer_inv_000110,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-02-01,USD,false
mer_li_0000111,mer_inv_000111,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-03-01,USD,false
mer_li_0000112,mer_inv_000112,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-04-01,USD,false
mer_li_0000113,mer_inv_000113,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-05-01,USD,false
mer_li_0000114,mer_inv_000114,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-06-01,USD,false
mer_li_0000115,mer_inv_000115,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-07-01,USD,false
mer_li_0000116,mer_inv_000116,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-08-01,USD,false
mer_li_0000117,mer_inv_000117,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-09-01,USD,false
mer_li_0000118,mer_inv_000118,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-10-01,USD,false
mer_li_0000119,mer_inv_000119,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-11-01,USD,false
mer_li_0000120,mer_inv_000120,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2024-12-01,USD,false
mer_li_0000121,mer_inv_000121,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-01-01,USD,false
mer_li_0000122,mer_inv_000122,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-02-01,USD,false
mer_li_0000123,mer_inv_000123,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-03-01,USD,false
mer_li_0000124,mer_inv_000124,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-04-01,USD,false
mer_li_0000125,mer_inv_000125,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-05-01,USD,false
mer_li_0000126,mer_inv_000126,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-06-01,USD,false
mer_li_0000127,mer_inv_000127,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-07-01,USD,false
mer_li_0000128,mer_inv_000128,mer_cust_0012,mer_sub_0013,prod_professional_mo,SKU-PRO,20,198.36,3967.20,monthly,2025-08-01,USD,false
mer_li_0000129,mer_inv_000129,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-06-06,USD,false
mer_li_0000130,mer_inv_000130,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-07-06,USD,false
mer_li_0000131,mer_inv_000131,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-08-06,USD,false
mer_li_0000132,mer_inv_000132,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-09-06,USD,false
mer_li_0000133,mer_inv_000133,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-10-06,USD,false
mer_li_0000134,mer_inv_000134,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-11-06,USD,false
mer_li_0000135,mer_inv_000135,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2023-12-06,USD,false
mer_li_0000136,mer_inv_000136,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-01-06,USD,false
mer_li_0000137,mer_inv_000137,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-02-06,USD,false
mer_li_0000138,mer_inv_000138,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-03-06,USD,false
mer_li_0000139,mer_inv_000139,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-04-06,USD,false
mer_li_0000140,mer_inv_000140,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-05-06,USD,false
mer_li_0000141,mer_inv_000141,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-06-06,USD,false
mer_li_0000142,mer_inv_000142,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-07-06,USD,false
mer_li_0000143,mer_inv_000143,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-08-06,USD,false
mer_li_0000144,mer_inv_000144,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-09-06,USD,false
mer_li_0000145,mer_inv_000145,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-10-06,USD,false
mer_li_0000146,mer_inv_000146,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-11-06,USD,false
mer_li_0000147,mer_inv_000147,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2024-12-06,USD,false
mer_li_0000148,mer_inv_000148,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-01-06,USD,false
mer_li_0000149,mer_inv_000149,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-02-06,USD,false
mer_li_0000150,mer_inv_000150,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-03-06,USD,false
mer_li_0000151,mer_inv_000151,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-04-06,USD,false
mer_li_0000152,mer_inv_000152,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-05-06,USD,false
mer_li_0000153,mer_inv_000153,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-06-06,USD,false
mer_li_0000154,mer_inv_000154,mer_cust_0013,mer_sub_0014,prod_business_mo,SKU-BIZ,15,406.66,6099.90,monthly,2025-07-06,USD,false
mer_li_0000155,mer_inv_000155,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-06-11,USD,false
mer_li_0000156,mer_inv_000156,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-07-11,USD,false
mer_li_0000157,mer_inv_000157,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-08-11,USD,false
mer_li_0000158,mer_inv_000158,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-09-11,USD,false
mer_li_0000159,mer_inv_000159,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-10-11,USD,false
mer_li_0000160,mer_inv_000160,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-11-11,USD,false
mer_li_0000161,mer_inv_000161,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2023-12-11,USD,false
mer_li_0000162,mer_inv_000162,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-01-11,USD,false
mer_li_0000163,mer_inv_000163,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-02-11,USD,false
mer_li_0000164,mer_inv_000164,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-03-11,USD,false
mer_li_0000165,mer_inv_000165,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-04-11,USD,false
mer_li_0000166,mer_inv_000166,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-05-11,USD,false
mer_li_0000167,mer_inv_000167,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-06-11,USD,false
mer_li_0000168,mer_inv_000168,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-07-11,USD,false
mer_li_0000169,mer_inv_000169,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-08-11,USD,false
mer_li_0000170,mer_inv_000170,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-09-11,USD,false
mer_li_0000171,mer_inv_000171,mer_cust_0014,mer_sub_0015,prod_enterprise_mo,SKU-ENT,14,673.28,9425.92,monthly,2024-10-11,USD,false
