invoice_id,customer_id,subscription_id,invoice_number,invoice_date,period_start,period_end,subtotal,discount,total,currency,credit_amount
mer_inv_000027,mer_cust_0006,mer_sub_0007,MER-INV-000027,2024-01-01,2024-01-01,2024-02-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000028,mer_cust_0006,mer_sub_0007,MER-INV-000028,2024-02-01,2024-02-01,2024-03-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000029,mer_cust_0006,mer_sub_0007,MER-INV-000029,2024-03-01,2024-03-01,2024-04-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000030,mer_cust_0006,mer_sub_0007,MER-INV-000030,2024-04-01,2024-04-01,2024-05-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000031,mer_cust_0006,mer_sub_0007,MER-INV-000031,2024-05-01,2024-05-01,2024-06-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000032,mer_cust_0006,mer_sub_0007,MER-INV-000032,2024-06-01,2024-06-01,2024-07-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000033,mer_cust_0006,mer_sub_0007,MER-INV-000033,2024-07-01,2024-07-01,2024-08-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000034,mer_cust_0006,mer_sub_0007,MER-INV-000034,2024-08-01,2024-08-01,2024-09-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000035,mer_cust_0006,mer_sub_0007,MER-INV-000035,2024-09-01,2024-09-01,2024-10-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000036,mer_cust_0006,mer_sub_0007,MER-INV-000036,2024-10-01,2024-10-01,2024-11-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000037,mer_cust_0006,mer_sub_0007,MER-INV-000037,2024-11-01,2024-11-01,2024-12-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000038,mer_cust_0006,mer_sub_0007,MER-INV-000038,2024-12-01,2024-12-01,2025-01-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000039,mer_cust_0006,mer_sub_0007,MER-INV-000039,2025-01-01,2025-01-01,2025-02-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000040,mer_cust_0006,mer_sub_0007,MER-INV-000040,2025-02-01,2025-02-01,2025-03-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000041,mer_cust_0006,mer_sub_0007,MER-INV-000041,2025-03-01,2025-03-01,2025-04-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000042,mer_cust_0006,mer_sub_0007,MER-INV-000042,2025-04-01,2025-04-01,2025-05-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000043,mer_cust_0006,mer_sub_0007,MER-INV-000043,2025-05-01,2025-05-01,2025-06-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000044,mer_cust_0006,mer_sub_0007,MER-INV-000044,2025-06-01,2025-06-01,2025-07-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000045,mer_cust_0006,mer_sub_0007,MER-INV-000045,2025-07-01,2025-07-01,2025-08-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000046,mer_cust_0006,mer_sub_0007,MER-INV-000046,2025-08-01,2025-08-01,2025-09-01,1872.00,0.00,1872.00,USD,0.00
mer_inv_000047,mer_cust_0007,mer_sub_0008,MER-INV-000047,2023-09-04,2023-09-04,2023-10-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000048,mer_cust_0007,mer_sub_0008,MER-INV-000048,2023-10-04,2023-10-04,2023-11-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000049,mer_cust_0007,mer_sub_0008,MER-INV-000049,2023-11-04,2023-11-04,2023-12-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000050,mer_cust_0007,mer_sub_0008,MER-INV-000050,2023-12-04,2023-12-04,2024-01-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000051,mer_cust_0007,mer_sub_0008,MER-INV-000051,2024-01-04,2024-01-04,2024-02-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000052,mer_cust_0007,mer_sub_0008,MER-INV-000052,2024-02-04,2024-02-04,2024-03-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000053,mer_cust_0007,mer_sub_0008,MER-INV-000053,2024-03-04,2024-03-04,2024-04-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000054,mer_cust_0007,mer_sub_0008,MER-INV-000054,2024-04-04,2024-04-04,2024-05-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000055,mer_cust_0007,mer_sub_0008,MER-INV-000055,2024-05-04,2024-05-04,2024-06-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000056,mer_cust_0007,mer_sub_0008,MER-INV-000056,2024-06-04,2024-06-04,2024-07-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000057,mer_cust_0007,mer_sub_0008,MER-INV-000057,2024-07-04,2024-07-04,2024-08-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000058,mer_cust_0007,mer_sub_0008,MER-INV-000058,2024-08-04,2024-08-04,2024-09-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000059,mer_cust_0007,mer_sub_0008,MER-INV-000059,2024-09-04,2024-09-04,2024-10-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000060,mer_cust_0007,mer_sub_0008,MER-INV-000060,2024-10-04,2024-10-04,2024-11-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000061,mer_cust_0007,mer_sub_0008,MER-INV-000061,2024-11-04,2024-11-04,2024-12-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000062,mer_cust_0007,mer_sub_0008,MER-INV-000062,2024-12-04,2024-12-04,2025-01-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000063,mer_cust_0007,mer_sub_0008,MER-INV-000063,2025-01-04,2025-01-04,2025-02-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000064,mer_cust_0007,mer_sub_0008,MER-INV-000064,2025-02-04,2025-02-04,2025-03-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000065,mer_cust_0007,mer_sub_0008,MER-INV-000065,2025-03-04,2025-03-04,2025-04-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000066,mer_cust_0007,mer_sub_0008,MER-INV-000066,2025-04-04,2025-04-04,2025-05-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000067,mer_cust_0007,mer_sub_0008,MER-INV-000067,2025-05-04,2025-05-04,2025-06-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000068,mer_cust_0007,mer_sub_0008,MER-INV-000068,2025-06-04,2025-06-04,2025-07-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000069,mer_cust_0007,mer_sub_0008,MER-INV-000069,2025-07-04,2025-07-04,2025-08-04,5225.00,0.00,5225.00,USD,0.00
mer_inv_000070,mer_cust_0008,mer_sub_0009,MER-INV-000070,2023-09-07,2023-09-07,2023-10-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000071,mer_cust_0008,mer_sub_0009,MER-INV-000071,2023-10-07,2023-10-07,2023-11-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000072,mer_cust_0008,mer_sub_0009,MER-INV-000072,2023-11-07,2023-11-07,2023-12-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000073,mer_cust_0008,mer_sub_0009,MER-INV-000073,2023-12-07,2023-12-07,2024-01-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000074,mer_cust_0008,mer_sub_0009,MER-INV-000074,2024-01-07,2024-01-07,2024-02-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000075,mer_cust_0008,mer_sub_0009,MER-INV-000075,2024-02-07,2024-02-07,2024-03-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000076,mer_cust_0008,mer_sub_0009,MER-INV-000076,2024-03-07,2024-03-07,2024-04-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000077,mer_cust_0008,mer_sub_0009,MER-INV-000077,2024-04-07,2024-04-07,2024-05-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000078,mer_cust_0008,mer_sub_0009,MER-INV-000078,2024-05-07,2024-05-07,2024-06-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000079,mer_cust_0008,mer_sub_0009,MER-INV-000079,2024-06-07,2024-06-07,2024-07-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000080,mer_cust_0008,mer_sub_0009,MER-INV-000080,2024-07-07,2024-07-07,2024-08-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000081,mer_cust_0008,mer_sub_0009,MER-INV-000081,2024-08-07,2024-08-07,2024-09-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000082,mer_cust_0008,mer_sub_0009,MER-INV-000082,2024-09-07,2024-09-07,2024-10-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000083,mer_cust_0008,mer_sub_0009,MER-INV-000083,2024-10-07,2024-10-07,2024-11-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000084,mer_cust_0008,mer_sub_0009,MER-INV-000084,2024-11-07,2024-11-07,2024-12-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000085,mer_cust_0008,mer_sub_0009,MER-INV-000085,2024-12-07,2024-12-07,2025-01-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000086,mer_cust_0008,mer_sub_0009,MER-INV-000086,2025-01-07,2025-01-07,2025-02-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000087,mer_cust_0008,mer_sub_0009,MER-INV-000087,2025-02-07,2025-02-07,2025-03-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000088,mer_cust_0008,mer_sub_0009,MER-INV-000088,2025-03-07,2025-03-07,2025-04-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000089,mer_cust_0008,mer_sub_0009,MER-INV-000089,2025-04-07,2025-04-07,2025-05-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000090,mer_cust_0008,mer_sub_0009,MER-INV-000090,2025-05-07,2025-05-07,2025-06-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000091,mer_cust_0008,mer_sub_0009,MER-INV-000091,2025-06-07,2025-06-07,2025-07-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000092,mer_cust_0008,mer_sub_0009,MER-INV-000092,2025-07-07,2025-07-07,2025-08-07,1676.00,0.00,1676.00,USD,0.00
mer_inv_000093,mer_cust_0009,mer_sub_0010,MER-INV-000093,2025-05-01,2025-05-01,2025-06-01,15372.94,0.00,15372.94,USD,0.00
mer_inv_000094,mer_cust_0009,mer_sub_0010,MER-INV-000094,2025-06-01,2025-06-01,2025-07-01,15372.94,1537.29,13835.65,USD,0.00
mer_inv_000095,mer_cust_0009,mer_sub_0010,MER-INV-000095,2025-07-01,2025-07-01,2025-08-01,15372.94,1537.29,13835.65,USD,0.00
mer_inv_000096,mer_cust_0009,mer_sub_0010,MER-INV-000096,2025-08-01,2025-08-01,2025-09-01,15372.94,1537.29,13835.65,USD,0.00
mer_inv_000097,mer_cust_0010,mer_sub_0011,MER-INV-000097,2025-05-01,2025-05-01,2026-05-01,7354.20,0.00,7354.20,USD,0.00
mer_inv_000098,mer_cust_0011,mer_sub_0012,MER-INV-000098,2025-05-01,2025-05-01,2025-06-01,1188.12,0.00,1188.12,USD,0.00
mer_inv_000099,mer_cust_0011,mer_sub_0012,MER-INV-000099,2025-06-01,2025-06-01,2025-07-01,1188.12,118.81,1069.31,USD,0.00
mer_inv_000100,mer_cust_0011,mer_sub_0012,MER-INV-000100,2025-07-01,2025-07-01,2025-08-01,1188.12,118.81,1069.31,USD,0.00
mer_inv_000101,mer_cust_0011,mer_sub_0012,MER-INV-000101,2025-08-01,2025-08-01,2025-09-01,1188.12,118.81,1069.31,USD,0.00
mer_inv_000102,mer_cust_0012,mer_sub_0013,MER-INV-000102,2023-06-01,2023-06-01,2023-07-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000103,mer_cust_0012,mer_sub_0013,MER-INV-000103,2023-07-01,2023-07-01,2023-08-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000104,mer_cust_0012,mer_sub_0013,MER-INV-000104,2023-08-01,2023-08-01,2023-09-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000105,mer_cust_0012,mer_sub_0013,MER-INV-000105,2023-09-01,2023-09-01,2023-10-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000106,mer_cust_0012,mer_sub_0013,MER-INV-000106,2023-10-01,2023-10-01,2023-11-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000107,mer_cust_0012,mer_sub_0013,MER-INV-000107,2023-11-01,2023-11-01,2023-12-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000108,mer_cust_0012,mer_sub_0013,MER-INV-000108,2023-12-01,2023-12-01,2024-01-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000109,mer_cust_0012,mer_sub_0013,MER-INV-000109,2024-01-01,2024-01-01,2024-02-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000110,mer_cust_0012,mer_sub_0013,MER-INV-000110,2024-02-01,2024-02-01,2024-03-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000111,mer_cust_0012,mer_sub_0013,MER-INV-000111,2024-03-01,2024-03-01,2024-04-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000112,mer_cust_0012,mer_sub_0013,MER-INV-000112,2024-04-01,2024-04-01,2024-05-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000113,mer_cust_0012,mer_sub_0013,MER-INV-000113,2024-05-01,2024-05-01,2024-06-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000114,mer_cust_0012,mer_sub_0013,MER-INV-000114,2024-06-01,2024-06-01,2024-07-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000115,mer_cust_0012,mer_sub_0013,MER-INV-000115,2024-07-01,2024-07-01,2024-08-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000116,mer_cust_0012,mer_sub_0013,MER-INV-000116,2024-08-01,2024-08-01,2024-09-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000117,mer_cust_0012,mer_sub_0013,MER-INV-000117,2024-09-01,2024-09-01,2024-10-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000118,mer_cust_0012,mer_sub_0013,MER-INV-000118,2024-10-01,2024-10-01,2024-11-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000119,mer_cust_0012,mer_sub_0013,MER-INV-000119,2024-11-01,2024-11-01,2024-12-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000120,mer_cust_0012,mer_sub_0013,MER-INV-000120,2024-12-01,2024-12-01,2025-01-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000121,mer_cust_0012,mer_sub_0013,MER-INV-000121,2025-01-01,2025-01-01,2025-02-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000122,mer_cust_0012,mer_sub_0013,MER-INV-000122,2025-02-01,2025-02-01,2025-03-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000123,mer_cust_0012,mer_sub_0013,MER-INV-000123,2025-03-01,2025-03-01,2025-04-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000124,mer_cust_0012,mer_sub_0013,MER-INV-000124,2025-04-01,2025-04-01,2025-05-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000125,mer_cust_0012,mer_sub_0013,MER-INV-000125,2025-05-01,2025-05-01,2025-06-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000126,mer_cust_0012,mer_sub_0013,MER-INV-000126,2025-06-01,2025-06-01,2025-07-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000127,mer_cust_0012,mer_sub_0013,MER-INV-000127,2025-07-01,2025-07-01,2025-08-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000128,mer_cust_0012,mer_sub_0013,MER-INV-000128,2025-08-01,2025-08-01,2025-09-01,4428.82,0.00,4428.82,USD,0.00
mer_inv_000129,mer_cust_0013,mer_sub_0014,MER-INV-000129,2023-06-06,2023-06-06,2023-07-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000130,mer_cust_0013,mer_sub_0014,MER-INV-000130,2023-07-06,2023-07-06,2023-08-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000131,mer_cust_0013,mer_sub_0014,MER-INV-000131,2023-08-06,2023-08-06,2023-09-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000132,mer_cust_0013,mer_sub_0014,MER-INV-000132,2023-09-06,2023-09-06,2023-10-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000133,mer_cust_0013,mer_sub_0014,MER-INV-000133,2023-10-06,2023-10-06,2023-11-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000134,mer_cust_0013,mer_sub_0014,MER-INV-000134,2023-11-06,2023-11-06,2023-12-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000135,mer_cust_0013,mer_sub_0014,MER-INV-000135,2023-12-06,2023-12-06,2024-01-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000136,mer_cust_0013,mer_sub_0014,MER-INV-000136,2024-01-06,2024-01-06,2024-02-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000137,mer_cust_0013,mer_sub_0014,MER-INV-000137,2024-02-06,2024-02-06,2024-03-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000138,mer_cust_0013,mer_sub_0014,MER-INV-000138,2024-03-06,2024-03-06,2024-04-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000139,mer_cust_0013,mer_sub_0014,MER-INV-000139,2024-04-06,2024-04-06,2024-05-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000140,mer_cust_0013,mer_sub_0014,MER-INV-000140,2024-05-06,2024-05-06,2024-06-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000141,mer_cust_0013,mer_sub_0014,MER-INV-000141,2024-06-06,2024-06-06,2024-07-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000142,mer_cust_0013,mer_sub_0014,MER-INV-000142,2024-07-06,2024-07-06,2024-08-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000143,mer_cust_0013,mer_sub_0014,MER-INV-000143,2024-08-06,2024-08-06,2024-09-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000144,mer_cust_0013,mer_sub_0014,MER-INV-000144,2024-09-06,2024-09-06,2024-10-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000145,mer_cust_0013,mer_sub_0014,MER-INV-000145,2024-10-06,2024-10-06,2024-11-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000146,mer_cust_0013,mer_sub_0014,MER-INV-000146,2024-11-06,2024-11-06,2024-12-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000147,mer_cust_0013,mer_sub_0014,MER-INV-000147,2024-12-06,2024-12-06,2025-01-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000148,mer_cust_0013,mer_sub_0014,MER-INV-000148,2025-01-06,2025-01-06,2025-02-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000149,mer_cust_0013,mer_sub_0014,MER-INV-000149,2025-02-06,2025-02-06,2025-03-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000150,mer_cust_0013,mer_sub_0014,MER-INV-000150,2025-03-06,2025-03-06,2025-04-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000151,mer_cust_0013,mer_sub_0014,MER-INV-000151,2025-04-06,2025-04-06,2025-05-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000152,mer_cust_0013,mer_sub_0014,MER-INV-000152,2025-05-06,2025-05-06,2025-06-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000153,mer_cust_0013,mer_sub_0014,MER-INV-000153,2025-06-06,2025-06-06,2025-07-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000154,mer_cust_0013,mer_sub_0014,MER-INV-000154,2025-07-06,2025-07-06,2025-08-06,8475.18,0.00,8475.18,USD,0.00
mer_inv_000155,mer_cust_0014,mer_sub_0015,MER-INV-000155,2023-06-11,2023-06-11,2023-07-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000156,mer_cust_0014,mer_sub_0015,MER-INV-000156,2023-07-11,2023-07-11,2023-08-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000157,mer_cust_0014,mer_sub_0015,MER-INV-000157,2023-08-11,2023-08-11,2023-09-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000158,mer_cust_0014,mer_sub_0015,MER-INV-000158,2023-09-11,2023-09-11,2023-10-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000159,mer_cust_0014,mer_sub_0015,MER-INV-000159,2023-10-11,2023-10-11,2023-11-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000160,mer_cust_0014,mer_sub_0015,MER-INV-000160,2023-11-11,2023-11-11,2023-12-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000161,mer_cust_0014,mer_sub_0015,MER-INV-000161,2023-12-11,2023-12-11,2024-01-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000162,mer_cust_0014,mer_sub_0015,MER-INV-000162,2024-01-11,2024-01-11,2024-02-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000163,mer_cust_0014,mer_sub_0015,MER-INV-000163,2024-02-11,2024-02-11,2024-03-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000164,mer_cust_0014,mer_sub_0015,MER-INV-000164,2024-03-11,2024-03-11,2024-04-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000165,mer_cust_0014,mer_sub_0015,MER-INV-000165,2024-04-11,2024-04-11,2024-05-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000166,mer_cust_0014,mer_sub_0015,MER-INV-000166,2024-05-11,2024-05-11,2024-06-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000167,mer_cust_0014,mer_sub_0015,MER-INV-000167,2024-06-11,2024-06-11,2024-07-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000168,mer_cust_0014,mer_sub_0015,MER-INV-000168,2024-07-11,2024-07-11,2024-08-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000169,mer_cust_0014,mer_sub_0015,MER-INV-000169,2024-08-11,2024-08-11,2024-09-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000170,mer_cust_0014,mer_sub_0015,MER-INV-000170,2024-09-11,2024-09-11,2024-10-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000171,mer_cust_0014,mer_sub_0015,MER-INV-000171,2024-10-11,2024-10-11,2024-11-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000172,mer_cust_0014,mer_sub_0015,MER-INV-000172,2024-11-11,2024-11-11,2024-12-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000173,mer_cust_0014,mer_sub_0015,MER-INV-000173,2024-12-11,2024-12-11,2025-01-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000174,mer_cust_0014,mer_sub_0015,MER-INV-000174,2025-01-11,2025-01-11,2025-02-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000175,mer_cust_0014,mer_sub_0015,MER-INV-000175,2025-02-11,2025-02-11,2025-03-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000176,mer_cust_0014,mer_sub_0015,MER-INV-000176,2025-03-11,2025-03-11,2025-04-11,2827.96,0.00,2827.96,USD,0.00
mer_inv_000177,mer_cust_0014,mer_sub_0015,MER-INV-000177,2025-04-11,2025-04-11,2025-05-11,2827.96,0.00,2827.96,USD,0.00
