subscription_id,customer_id,product_id,plan,quantity,billing_interval,price,currency,start_date,renewal_date,status,coupon_id
mer_sub_0018,mer_cust_0017,prod_professional_mo,Professional,8,monthly,205.99,USD,2023-06-26,2023-07-26,active,
mer_sub_0019,mer_cust_0018,prod_business_mo,Business,12,monthly,469.28,USD,2023-06-28,2025-06-19,canceled,
mer_sub_0020,mer_cust_0019,prod_enterprise_mo,Enterprise,24,monthly,822.08,USD,2023-06-29,2025-06-20,canceled,
mer_sub_0021,mer_cust_0020,prod_starter_yr,Starter,2,annual,576.80,USD,2023-07-01,2024-07-01,trialing,
mer_sub_0022,mer_cust_0021,prod_growth_mo,Growth,1,monthly,116.48,USD,2023-07-02,2023-08-02,active,
mer_sub_0023,mer_cust_0022,prod_professional_mo,Professional,10,monthly,234.08,USD,2023-07-04,2023-08-04,active,
mer_sub_0024,mer_cust_0023,prod_business_mo,Business,16,monthly,469.28,USD,2023-07-06,2023-08-06,active,
mer_sub_0025,mer_cust_0024,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2023-07-07,2023-08-07,active,
mer_sub_0026,mer_cust_0025,prod_starter_yr,Starter,12,annual,515.00,USD,2023-07-09,2024-06-21,canceled,
mer_sub_0027,mer_cust_0025,prod_growth_mo,Growth,12,monthly,116.48,USD,2023-07-10,2023-08-10,active,
mer_sub_0028,mer_cust_0026,prod_professional_mo,Professional,22,monthly,234.08,USD,2023-07-12,2023-08-12,active,
mer_sub_0029,mer_cust_0027,prod_business_mo,Business,21,monthly,469.28,USD,2023-07-13,2023-08-13,active,
mer_sub_0030,mer_cust_0028,prod_enterprise_mo,Enterprise,6,monthly,822.08,USD,2023-07-15,2023-08-15,active,
mer_sub_0031,mer_cust_0029,prod_starter_yr,Starter,14,annual,576.80,USD,2023-07-16,2024-07-16,active,
mer_sub_0032,mer_cust_0030,prod_growth_mo,Growth,6,monthly,116.48,USD,2023-07-18,2023-08-18,active,
mer_sub_0033,mer_cust_0031,prod_professional_mo,Professional,24,monthly,234.08,USD,2023-07-19,2023-08-19,active,
mer_sub_0034,mer_cust_0032,prod_business_mo,Business,1,monthly,469.28,USD,2023-07-21,2023-08-21,active,
mer_sub_0035,mer_cust_0033,prod_enterprise_mo,Enterprise,7,monthly,822.08,USD,2023-07-22,2023-08-22,active,
mer_sub_0036,mer_cust_0034,prod_starter_yr,Starter,10,annual,576.80,USD,2023-07-24,2024-07-24,active,
mer_sub_0037,mer_cust_0035,prod_growth_mo,Growth,9,monthly,116.48,USD,2023-07-25,2023-08-25,active,
mer_sub_0038,mer_cust_0036,prod_professional_mo,Professional,11,monthly,234.08,USD,2023-07-27,2023-08-27,active,
mer_sub_0039,mer_cust_0037,prod_business_mo,Business,18,monthly,469.28,USD,2023-07-28,2023-08-28,active,
mer_sub_0040,mer_cust_0038,prod_enterprise_mo,Enterprise,22,monthly,822.08,USD,2023-07-30,2023-08-30,active,
mer_sub_0041,mer_cust_0039,prod_starter_yr,Starter,22,annual,576.80,USD,2023-07-31,2024-07-31,active,
mer_sub_0042,mer_cust_0040,prod_growth_mo,Growth,17,monthly,116.48,USD,2023-08-02,2023-09-02,active,
mer_sub_0043,mer_cust_0041,prod_professional_mo,Professional,23,monthly,234.08,USD,2023-08-03,2023-09-03,active,
mer_sub_0044,mer_cust_0042,prod_business_mo,Business,16,monthly,469.28,USD,2023-08-05,2023-09-05,active,
mer_sub_0045,mer_cust_0043,prod_enterprise_mo,Enterprise,20,monthly,822.08,USD,2023-08-07,2023-09-07,active,
mer_sub_0046,mer_cust_0044,prod_starter_yr,Starter,9,annual,576.80,USD,2023-08-08,2024-08-08,active,
mer_sub_0047,mer_cust_0045,prod_growth_mo,Growth,7,monthly,116.48,USD,2023-08-10,2023-09-10,active,
mer_sub_0048,mer_cust_0046,prod_professional_mo,Professional,9,monthly,234.08,USD,2023-08-11,2023-09-11,active,
mer_sub_0049,mer_cust_0047,prod_business_mo,Business,25,monthly,469.28,USD,2023-08-13,2023-09-13,active,
mer_sub_0050,mer_cust_0048,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2023-08-14,2023-09-14,active,
mer_sub_0051,mer_cust_0049,prod_starter_yr,Starter,15,annual,576.80,USD,2023-08-16,2024-08-16,active,
mer_sub_0052,mer_cust_0050,prod_growth_mo,Growth,15,monthly,116.48,USD,2023-08-17,2023-09-17,active,
mer_sub_0053,mer_cust_0051,prod_professional_mo,Professional,18,monthly,234.08,USD,2023-08-19,2023-09-19,active,
mer_sub_0054,mer_cust_0052,prod_business_mo,Business,12,monthly,469.28,USD,2023-08-20,2023-09-20,active,
mer_sub_0055,mer_cust_0053,prod_enterprise_mo,Enterprise,8,monthly,822.08,USD,2023-08-22,2023-09-22,active,
mer_sub_0056,mer_cust_0054,prod_starter_yr,Starter,11,annual,576.80,USD,2023-08-23,2024-08-23,active,
mer_sub_0057,mer_cust_0055,prod_growth_mo,Growth,14,monthly,116.48,USD,2023-08-25,2023-09-25,active,
mer_sub_0058,mer_cust_0056,prod_professional_mo,Professional,17,monthly,234.08,USD,2023-08-26,2023-09-26,active,
mer_sub_0059,mer_cust_0057,prod_business_mo,Business,13,monthly,469.28,USD,2023-08-28,2023-09-28,active,
mer_sub_0060,mer_cust_0058,prod_enterprise_mo,Enterprise,7,monthly,822.08,USD,2023-08-29,2023-09-29,active,
mer_sub_0061,mer_cust_0059,prod_starter_yr,Starter,4,annual,576.80,USD,2023-08-31,2024-08-31,active,
mer_sub_0062,mer_cust_0060,prod_growth_mo,Growth,12,monthly,116.48,USD,2023-09-01,2023-10-01,active,
mer_sub_0063,mer_cust_0061,prod_professional_mo,Professional,16,monthly,234.08,USD,2023-09-03,2023-10-03,active,
mer_sub_0064,mer_cust_0062,prod_business_mo,Business,6,monthly,469.28,USD,2023-09-04,2023-10-04,active,
mer_sub_0065,mer_cust_0063,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2023-09-06,2023-10-06,active,
mer_sub_0066,mer_cust_0064,prod_starter_yr,Starter,2,annual,576.80,USD,2023-09-08,2024-09-08,active,
mer_sub_0067,mer_cust_0065,prod_growth_mo,Growth,3,monthly,116.48,USD,2023-09-09,2023-10-09,active,
mer_sub_0068,mer_cust_0066,prod_professional_mo,Professional,2,monthly,234.08,USD,2023-09-11,2023-10-11,trialing,
mer_sub_0069,mer_cust_0067,prod_business_mo,Business,6,monthly,469.28,USD,2023-09-12,2023-10-12,active,
mer_sub_0070,mer_cust_0068,prod_enterprise_mo,Enterprise,2,monthly,822.08,USD,2023-09-14,2023-10-14,active,
mer_sub_0071,mer_cust_0069,prod_starter_yr,Starter,2,annual,576.80,USD,2023-09-15,2024-09-15,active,
mer_sub_0072,mer_cust_0070,prod_growth_mo,Growth,24,monthly,116.48,USD,2023-09-17,2023-10-17,trialing,
mer_sub_0073,mer_cust_0071,prod_professional_mo,Professional,1,monthly,234.08,USD,2023-09-18,2023-10-18,active,
mer_sub_0074,mer_cust_0072,prod_business_mo,Business,8,monthly,469.28,USD,2023-09-20,2023-10-20,active,
mer_sub_0075,mer_cust_0073,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2023-09-21,2023-10-21,active,
mer_sub_0076,mer_cust_0074,prod_starter_yr,Starter,8,annual,515.00,USD,2023-09-23,2024-05-19,canceled,
mer_sub_0077,mer_cust_0074,prod_growth_mo,Growth,8,monthly,116.48,USD,2023-09-24,2023-10-24,active,
mer_sub_0078,mer_cust_0075,prod_professional_mo,Professional,1,monthly,234.08,USD,2023-09-26,2023-10-26,active,
mer_sub_0079,mer_cust_0076,prod_business_mo,Business,18,monthly,469.28,USD,2023-09-27,2023-10-27,active,
mer_sub_0080,mer_cust_0077,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2023-09-29,2023-10-29,active,
mer_sub_0081,mer_cust_0078,prod_starter_yr,Starter,10,annual,576.80,USD,2023-09-30,2024-09-30,active,
mer_sub_0082,mer_cust_0079,prod_growth_mo,Growth,23,monthly,116.48,USD,2023-10-02,2023-11-02,active,
mer_sub_0083,mer_cust_0080,prod_professional_mo,Professional,9,monthly,234.08,USD,2023-10-03,2023-11-03,active,
mer_sub_0084,mer_cust_0081,prod_business_mo,Business,11,monthly,469.28,USD,2023-10-05,2023-11-05,active,
mer_sub_0085,mer_cust_0082,prod_enterprise_mo,Enterprise,7,monthly,822.08,USD,2023-10-06,2023-11-06,active,
mer_sub_0086,mer_cust_0083,prod_starter_yr,Starter,16,annual,576.80,USD,2023-10-08,2024-10-08,active,
mer_sub_0087,mer_cust_0084,prod_growth_mo,Growth,25,monthly,116.48,USD,2023-10-09,2023-11-09,active,
mer_sub_0088,mer_cust_0085,prod_professional_mo,Professional,19,monthly,234.08,USD,2023-10-11,2023-11-11,active,
mer_sub_0089,mer_cust_0086,prod_business_mo,Business,15,monthly,469.28,USD,2023-10-13,2023-11-13,active,
mer_sub_0090,mer_cust_0087,prod_enterprise_mo,Enterprise,15,monthly,822.08,USD,2023-10-14,2023-11-14,active,
mer_sub_0091,mer_cust_0088,prod_starter_yr,Starter,1,annual,576.80,USD,2023-10-16,2024-10-16,active,
mer_sub_0092,mer_cust_0089,prod_growth_mo,Growth,17,monthly,116.48,USD,2023-10-17,2023-11-17,active,
mer_sub_0093,mer_cust_0090,prod_professional_mo,Professional,17,monthly,234.08,USD,2023-10-19,2023-11-19,active,
mer_sub_0094,mer_cust_0091,prod_business_mo,Business,21,monthly,469.28,USD,2023-10-20,2023-11-20,active,
mer_sub_0095,mer_cust_0092,prod_enterprise_mo,Enterprise,21,monthly,822.08,USD,2023-10-22,2023-11-22,active,
mer_sub_0096,mer_cust_0093,prod_starter_yr,Starter,20,annual,576.80,USD,2023-10-23,2024-10-23,active,
mer_sub_0097,mer_cust_0094,prod_growth_mo,Growth,19,monthly,116.48,USD,2023-10-25,2023-11-25,active,
mer_sub_0098,mer_cust_0095,prod_professional_mo,Professional,23,monthly,234.08,USD,2023-10-26,2023-11-26,active,
mer_sub_0099,mer_cust_0096,prod_business_mo,Business,7,monthly,469.28,USD,2023-10-28,2023-11-28,active,
mer_sub_0100,mer_cust_0097,prod_enterprise_mo,Enterprise,13,monthly,822.08,USD,2023-10-29,2023-11-29,active,
mer_sub_0101,mer_cust_0098,prod_starter_yr,Starter,3,annual,576.80,USD,2023-10-31,2024-10-31,active,
mer_sub_0102,mer_cust_0099,prod_growth_mo,Growth,18,monthly,116.48,USD,2023-11-01,2023-12-01,active,
mer_sub_0103,mer_cust_0100,prod_professional_mo,Professional,14,monthly,209.00,USD,2023-11-03,2024-09-05,canceled,
mer_sub_0104,mer_cust_0100,prod_business_mo,Business,14,monthly,469.28,USD,2023-11-04,2023-12-04,active,
mer_sub_0105,mer_cust_0101,prod_enterprise_mo,Enterprise,11,monthly,734.00,USD,2023-11-06,2024-11-26,canceled,
mer_sub_0106,mer_cust_0102,prod_starter_yr,Starter,20,annual,576.80,USD,2023-11-07,2024-11-07,active,
mer_sub_0107,mer_cust_0103,prod_growth_mo,Growth,11,monthly,116.48,USD,2023-11-09,2023-12-09,active,
mer_sub_0108,mer_cust_0104,prod_professional_mo,Professional,15,monthly,234.08,USD,2023-11-10,2023-12-10,active,
mer_sub_0109,mer_cust_0105,prod_business_mo,Business,4,monthly,469.28,USD,2023-11-12,2023-12-12,trialing,
mer_sub_0110,mer_cust_0106,prod_enterprise_mo,Enterprise,18,monthly,822.08,USD,2023-11-14,2023-12-14,active,
mer_sub_0111,mer_cust_0107,prod_starter_yr,Starter,4,annual,576.80,USD,2023-11-15,2024-11-15,active,
mer_sub_0112,mer_cust_0108,prod_growth_mo,Growth,25,monthly,116.48,USD,2023-11-17,2023-12-17,active,
mer_sub_0113,mer_cust_0109,prod_professional_mo,Professional,10,monthly,209.00,USD,2023-11-18,2024-03-13,canceled,
mer_sub_0114,mer_cust_0110,prod_business_mo,Business,14,monthly,419.00,USD,2023-11-20,2024-08-24,canceled,
mer_sub_0115,mer_cust_0111,prod_enterprise_mo,Enterprise,1,monthly,822.08,USD,2023-11-21,2023-12-21,active,
mer_sub_0116,mer_cust_0112,prod_starter_yr,Starter,23,annual,576.80,USD,2023-11-23,2024-11-23,active,
mer_sub_0117,mer_cust_0113,prod_growth_mo,Growth,10,monthly,116.48,USD,2023-11-24,2023-12-24,active,
mer_sub_0118,mer_cust_0114,prod_professional_mo,Professional,14,monthly,234.08,USD,2023-11-26,2023-12-26,active,
mer_sub_0119,mer_cust_0115,prod_business_mo,Business,22,monthly,469.28,USD,2023-11-27,2023-12-27,active,
mer_sub_0120,mer_cust_0116,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2023-11-29,2023-12-29,active,
mer_sub_0121,mer_cust_0117,prod_starter_yr,Starter,21,annual,576.80,USD,2023-11-30,2024-11-30,active,
mer_sub_0122,mer_cust_0118,prod_growth_mo,Growth,8,monthly,116.48,USD,2023-12-02,2024-01-02,active,
mer_sub_0123,mer_cust_0119,prod_professional_mo,Professional,11,monthly,234.08,USD,2023-12-03,2024-01-03,active,
mer_sub_0124,mer_cust_0120,prod_business_mo,Business,14,monthly,469.28,USD,2023-12-05,2024-01-05,active,
mer_sub_0125,mer_cust_0121,prod_enterprise_mo,Enterprise,19,monthly,734.00,USD,2023-12-06,2025-01-09,canceled,
mer_sub_0126,mer_cust_0122,prod_starter_yr,Starter,19,annual,576.80,USD,2023-12-08,2024-12-08,active,
mer_sub_0127,mer_cust_0123,prod_growth_mo,Growth,20,monthly,116.48,USD,2023-12-09,2024-01-09,active,
mer_sub_0128,mer_cust_0124,prod_professional_mo,Professional,15,monthly,234.08,USD,2023-12-11,2024-01-11,active,
mer_sub_0129,mer_cust_0125,prod_business_mo,Business,1,monthly,469.28,USD,2023-12-12,2024-01-12,active,
mer_sub_0130,mer_cust_0126,prod_enterprise_mo,Enterprise,2,monthly,822.08,USD,2023-12-14,2024-01-14,active,
mer_sub_0131,mer_cust_0127,prod_starter_yr,Starter,16,annual,576.80,USD,2023-12-16,2024-12-16,active,
mer_sub_0132,mer_cust_0128,prod_growth_mo,Growth,11,monthly,116.48,USD,2023-12-17,2024-01-17,active,
mer_sub_0133,mer_cust_0129,prod_professional_mo,Professional,23,monthly,234.08,USD,2023-12-19,2024-01-19,active,
mer_sub_0134,mer_cust_0130,prod_business_mo,Business,11,monthly,469.28,USD,2023-12-20,2024-01-20,active,
mer_sub_0135,mer_cust_0131,prod_enterprise_mo,Enterprise,17,monthly,822.08,USD,2023-12-22,2024-01-22,active,
mer_sub_0136,mer_cust_0132,prod_starter_yr,Starter,6,annual,576.80,USD,2023-12-23,2024-12-23,active,
mer_sub_0137,mer_cust_0133,prod_growth_mo,Growth,24,monthly,116.48,USD,2023-12-25,2024-01-25,active,
mer_sub_0138,mer_cust_0134,prod_professional_mo,Professional,18,monthly,234.08,USD,2023-12-26,2024-01-26,active,
mer_sub_0139,mer_cust_0135,prod_business_mo,Business,8,monthly,469.28,USD,2023-12-28,2024-01-28,active,
mer_sub_0140,mer_cust_0136,prod_enterprise_mo,Enterprise,8,monthly,822.08,USD,2023-12-29,2024-01-29,active,
mer_sub_0141,mer_cust_0137,prod_starter_yr,Starter,10,annual,576.80,USD,2023-12-31,2024-12-31,active,
mer_sub_0142,mer_cust_0138,prod_growth_mo,Growth,10,monthly,116.48,USD,2024-01-01,2024-02-01,active,
mer_sub_0143,mer_cust_0139,prod_professional_mo,Professional,12,monthly,234.08,USD,2024-01-03,2024-02-03,active,
mer_sub_0144,mer_cust_0140,prod_business_mo,Business,16,monthly,419.00,USD,2024-01-04,2024-12-26,canceled,
mer_sub_0145,mer_cust_0141,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2024-01-06,2024-02-06,active,
mer_sub_0146,mer_cust_0142,prod_starter_yr,Starter,4,annual,576.80,USD,2024-01-07,2025-01-07,active,
mer_sub_0147,mer_cust_0143,prod_growth_mo,Growth,2,monthly,116.48,USD,2024-01-09,2024-02-09,active,
mer_sub_0148,mer_cust_0144,prod_professional_mo,Professional,23,monthly,234.08,USD,2024-01-10,2024-02-10,active,
mer_sub_0149,mer_cust_0145,prod_business_mo,Business,19,monthly,469.28,USD,2024-01-12,2024-02-12,active,
mer_sub_0150,mer_cust_0146,prod_enterprise_mo,Enterprise,9,monthly,822.08,USD,2024-01-13,2024-02-13,active,
mer_sub_0151,mer_cust_0147,prod_starter_yr,Starter,10,annual,576.80,USD,2024-01-15,2025-01-15,active,
mer_sub_0152,mer_cust_0148,prod_growth_mo,Growth,22,monthly,116.48,USD,2024-01-16,2024-02-16,active,
mer_sub_0153,mer_cust_0149,prod_professional_mo,Professional,18,monthly,234.08,USD,2024-01-18,2024-02-18,active,
mer_sub_0154,mer_cust_0150,prod_business_mo,Business,4,monthly,469.28,USD,2024-01-20,2024-02-20,active,
mer_sub_0155,mer_cust_0151,prod_enterprise_mo,Enterprise,15,monthly,822.08,USD,2024-01-21,2024-02-21,active,
mer_sub_0156,mer_cust_0152,prod_starter_yr,Starter,14,annual,576.80,USD,2024-01-23,2025-01-23,active,
mer_sub_0157,mer_cust_0153,prod_growth_mo,Growth,16,monthly,116.48,USD,2024-01-24,2024-02-24,active,
mer_sub_0158,mer_cust_0154,prod_professional_mo,Professional,1,monthly,234.08,USD,2024-01-26,2024-02-26,active,
mer_sub_0159,mer_cust_0155,prod_business_mo,Business,6,monthly,419.00,USD,2024-01-27,2024-07-11,canceled,
mer_sub_0160,mer_cust_0156,prod_enterprise_mo,Enterprise,19,monthly,822.08,USD,2024-01-29,2024-02-29,active,
mer_sub_0161,mer_cust_0157,prod_starter_yr,Starter,10,annual,576.80,USD,2024-01-30,2025-01-30,active,
mer_sub_0162,mer_cust_0158,prod_growth_mo,Growth,12,monthly,116.48,USD,2024-02-01,2024-03-01,active,
mer_sub_0163,mer_cust_0159,prod_professional_mo,Professional,23,monthly,234.08,USD,2024-02-02,2024-03-02,active,
mer_sub_0164,mer_cust_0160,prod_business_mo,Business,8,monthly,469.28,USD,2024-02-04,2024-03-04,active,
mer_sub_0165,mer_cust_0161,prod_enterprise_mo,Enterprise,10,monthly,734.00,USD,2024-02-05,2024-12-07,canceled,
mer_sub_0166,mer_cust_0162,prod_starter_yr,Starter,10,annual,515.00,USD,2024-02-07,2024-08-06,canceled,
mer_sub_0167,mer_cust_0163,prod_growth_mo,Growth,14,monthly,116.48,USD,2024-02-08,2024-03-08,active,
mer_sub_0168,mer_cust_0164,prod_professional_mo,Professional,19,monthly,234.08,USD,2024-02-10,2024-03-10,active,
mer_sub_0169,mer_cust_0165,prod_business_mo,Business,17,monthly,469.28,USD,2024-02-11,2024-03-11,active,
mer_sub_0170,mer_cust_0166,prod_enterprise_mo,Enterprise,16,monthly,822.08,USD,2024-02-13,2024-03-13,active,
mer_sub_0171,mer_cust_0167,prod_starter_yr,Starter,2,annual,576.80,USD,2024-02-14,2025-02-14,active,
mer_sub_0172,mer_cust_0168,prod_growth_mo,Growth,6,monthly,116.48,USD,2024-02-16,2024-03-16,active,
mer_sub_0173,mer_cust_0169,prod_professional_mo,Professional,23,monthly,234.08,USD,2024-02-17,2024-03-17,active,
mer_sub_0174,mer_cust_0170,prod_business_mo,Business,23,monthly,469.28,USD,2024-02-19,2024-03-19,active,
mer_sub_0175,mer_cust_0171,prod_enterprise_mo,Enterprise,13,monthly,822.08,USD,2024-02-21,2024-03-21,active,
mer_sub_0176,mer_cust_0172,prod_starter_yr,Starter,6,annual,576.80,USD,2024-02-22,2025-02-22,active,
mer_sub_0177,mer_cust_0173,prod_growth_mo,Growth,4,monthly,116.48,USD,2024-02-24,2024-03-24,active,
mer_sub_0178,mer_cust_0174,prod_professional_mo,Professional,7,monthly,234.08,USD,2024-02-25,2024-03-25,active,
mer_sub_0179,mer_cust_0175,prod_business_mo,Business,13,monthly,469.28,USD,2024-02-27,2024-03-27,active,
mer_sub_0180,mer_cust_0176,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2024-02-28,2024-03-28,active,
mer_sub_0181,mer_cust_0177,prod_starter_yr,Starter,22,annual,576.80,USD,2024-03-01,2025-03-01,active,
mer_sub_0182,mer_cust_0178,prod_growth_mo,Growth,12,monthly,116.48,USD,2024-03-02,2024-04-02,active,
mer_sub_0183,mer_cust_0179,prod_professional_mo,Professional,2,monthly,234.08,USD,2024-03-04,2024-04-04,active,
mer_sub_0184,mer_cust_0180,prod_business_mo,Business,11,monthly,469.28,USD,2024-03-05,2024-04-05,active,
mer_sub_0185,mer_cust_0181,prod_enterprise_mo,Enterprise,3,monthly,822.08,USD,2024-03-07,2024-04-07,active,
mer_sub_0186,mer_cust_0182,prod_starter_yr,Starter,3,annual,576.80,USD,2024-03-08,2025-03-08,active,
mer_sub_0187,mer_cust_0183,prod_growth_mo,Growth,13,monthly,116.48,USD,2024-03-10,2024-04-10,active,
mer_sub_0188,mer_cust_0184,prod_professional_mo,Professional,3,monthly,234.08,USD,2024-03-11,2024-04-11,active,
mer_sub_0189,mer_cust_0185,prod_business_mo,Business,18,monthly,469.28,USD,2024-03-13,2024-04-13,active,
mer_sub_0190,mer_cust_0186,prod_enterprise_mo,Enterprise,5,monthly,822.08,USD,2024-03-14,2024-04-14,active,
mer_sub_0191,mer_cust_0187,prod_starter_yr,Starter,11,annual,576.80,USD,2024-03-16,2025-03-16,active,
mer_sub_0192,mer_cust_0188,prod_growth_mo,Growth,4,monthly,116.48,USD,2024-03-17,2024-04-17,active,
mer_sub_0193,mer_cust_0189,prod_professional_mo,Professional,22,monthly,234.08,USD,2024-03-19,2024-04-19,active,
mer_sub_0194,mer_cust_0190,prod_business_mo,Business,20,monthly,469.28,USD,2024-03-20,2024-04-20,active,
mer_sub_0195,mer_cust_0191,prod_enterprise_mo,Enterprise,10,monthly,822.08,USD,2024-03-22,2024-04-22,active,
mer_sub_0196,mer_cust_0191,prod_starter_yr,Starter,10,annual,576.80,USD,2024-03-24,2025-03-24,active,
mer_sub_0197,mer_cust_0192,prod_growth_mo,Growth,7,monthly,104.00,USD,2024-03-25,2025-02-02,canceled,
mer_sub_0198,mer_cust_0193,prod_professional_mo,Professional,1,monthly,234.08,USD,2024-03-27,2024-04-27,trialing,
mer_sub_0199,mer_cust_0194,prod_business_mo,Business,20,monthly,469.28,USD,2024-03-28,2024-04-28,active,
mer_sub_0200,mer_cust_0195,prod_enterprise_mo,Enterprise,4,monthly,822.08,USD,2024-03-30,2024-04-30,active,
mer_sub_0201,mer_cust_0196,prod_starter_yr,Starter,24,annual,576.80,USD,2024-03-31,2025-03-31,active,
mer_sub_0202,mer_cust_0197,prod_growth_mo,Growth,21,monthly,116.48,USD,2024-04-02,2024-05-02,active,
mer_sub_0203,mer_cust_0198,prod_professional_mo,Professional,10,monthly,234.08,USD,2024-04-03,2024-05-03,active,
mer_sub_0204,mer_cust_0199,prod_business_mo,Business,12,monthly,469.28,USD,2024-04-05,2024-05-05,active,
mer_sub_0205,mer_cust_0200,prod_enterprise_mo,Enterprise,20,monthly,822.08,USD,2024-04-06,2024-05-06,active,
mer_sub_0206,mer_cust_0201,prod_starter_yr,Starter,21,annual,576.80,USD,2024-04-08,2025-04-08,active,
mer_sub_0207,mer_cust_0202,prod_growth_mo,Growth,1,monthly,116.48,USD,2024-04-09,2024-05-09,active,
mer_sub_0208,mer_cust_0202,prod_professional_mo,Professional,1,monthly,234.08,USD,2024-04-11,2024-05-11,active,
mer_sub_0209,mer_cust_0203,prod_business_mo,Business,12,monthly,469.28,USD,2024-04-12,2024-05-12,active,
mer_sub_0210,mer_cust_0204,prod_enterprise_mo,Enterprise,23,monthly,822.08,USD,2024-04-14,2024-05-14,active,
mer_sub_0211,mer_cust_0205,prod_starter_yr,Starter,16,annual,576.80,USD,2024-04-15,2025-04-15,active,
mer_sub_0212,mer_cust_0206,prod_growth_mo,Growth,19,monthly,116.48,USD,2024-04-17,2024-05-17,active,
mer_sub_0213,mer_cust_0207,prod_professional_mo,Professional,3,monthly,234.08,USD,2024-04-18,2024-05-18,active,
mer_sub_0214,mer_cust_0208,prod_business_mo,Business,15,monthly,419.00,USD,2024-04-20,2024-11-21,canceled,
mer_sub_0215,mer_cust_0209,prod_enterprise_mo,Enterprise,18,monthly,822.08,USD,2024-04-21,2024-05-21,active,
mer_sub_0216,mer_cust_0210,prod_starter_yr,Starter,13,annual,576.80,USD,2024-04-23,2025-04-23,active,
mer_sub_0217,mer_cust_0211,prod_growth_mo,Growth,7,monthly,116.48,USD,2024-04-24,2024-05-24,active,
mer_sub_0218,mer_cust_0212,prod_professional_mo,Professional,12,monthly,234.08,USD,2024-04-26,2024-05-26,active,
mer_sub_0219,mer_cust_0213,prod_business_mo,Business,20,monthly,469.28,USD,2024-04-28,2024-05-28,active,
mer_sub_0220,mer_cust_0214,prod_enterprise_mo,Enterprise,7,monthly,822.08,USD,2024-04-29,2024-05-29,active,
mer_sub_0221,mer_cust_0215,prod_starter_yr,Starter,21,annual,576.80,USD,2024-05-01,2025-05-01,active,
mer_sub_0222,mer_cust_0216,prod_growth_mo,Growth,24,monthly,116.48,USD,2024-05-02,2024-06-02,active,
mer_sub_0223,mer_cust_0217,prod_professional_mo,Professional,14,monthly,234.08,USD,2024-05-04,2024-06-04,active,
mer_sub_0224,mer_cust_0218,prod_business_mo,Business,7,monthly,469.28,USD,2024-05-05,2024-06-05,active,
mer_sub_0225,mer_cust_0219,prod_enterprise_mo,Enterprise,11,monthly,822.08,USD,2024-05-07,2024-06-07,active,
