invoice_id,customer_id,subscription_id,invoice_number,invoice_date,period_start,period_end,subtotal,discount,total,currency,credit_amount
inv_000026,cust_0002,sub_0003,ACME-INV-000026,2023-08-01,2023-08-01,2023-09-01,366.16,73.23,292.93,USD,0.00
inv_000027,cust_0002,sub_0003,ACME-INV-000027,2023-09-01,2023-09-01,2023-10-01,366.16,73.23,292.93,USD,0.00
inv_000028,cust_0002,sub_0003,ACME-INV-000028,2023-10-01,2023-10-01,2023-11-01,366.16,73.23,292.93,USD,0.00
inv_000029,cust_0002,sub_0003,ACME-INV-000029,2023-11-01,2023-11-01,2023-12-01,366.16,73.23,292.93,USD,0.00
inv_000030,cust_0002,sub_0003,ACME-INV-000030,2023-12-01,2023-12-01,2024-01-01,366.16,73.23,292.93,USD,0.00
inv_000031,cust_0002,sub_0003,ACME-INV-000031,2024-01-01,2024-01-01,2024-02-01,366.16,73.23,292.93,USD,0.00
inv_000032,cust_0002,sub_0003,ACME-INV-000032,2024-02-01,2024-02-01,2024-03-01,366.16,73.23,292.93,USD,0.00
inv_000033,cust_0002,sub_0003,ACME-INV-000033,2024-03-01,2024-03-01,2024-04-01,366.16,73.23,292.93,USD,0.00
inv_000034,cust_0002,sub_0003,ACME-INV-000034,2024-04-01,2024-04-01,2024-05-01,366.16,73.23,292.93,USD,0.00
inv_000035,cust_0002,sub_0003,ACME-INV-000035,2024-05-01,2024-05-01,2024-06-01,366.16,73.23,292.93,USD,0.00
inv_000036,cust_0002,sub_0003,ACME-INV-000036,2024-06-01,2024-06-01,2024-07-01,366.16,73.23,292.93,USD,0.00
inv_000037,cust_0002,sub_0003,ACME-INV-000037,2024-07-01,2024-07-01,2024-08-01,366.16,73.23,292.93,USD,0.00
inv_000038,cust_0002,sub_0003,ACME-INV-000038,2024-08-01,2024-08-01,2024-09-01,366.16,73.23,292.93,USD,0.00
inv_000039,cust_0002,sub_0003,ACME-INV-000039,2024-09-01,2024-09-01,2024-10-01,366.16,73.23,292.93,USD,0.00
inv_000040,cust_0002,sub_0003,ACME-INV-000040,2024-10-01,2024-10-01,2024-11-01,366.16,73.23,292.93,USD,0.00
inv_000041,cust_0002,sub_0003,ACME-INV-000041,2024-11-01,2024-11-01,2024-12-01,366.16,73.23,292.93,USD,0.00
inv_000042,cust_0002,sub_0003,ACME-INV-000042,2024-12-01,2024-12-01,2025-01-01,366.16,73.23,292.93,USD,0.00
inv_000043,cust_0002,sub_0003,ACME-INV-000043,2025-01-01,2025-01-01,2025-02-01,366.16,73.23,292.93,USD,0.00
inv_000044,cust_0002,sub_0003,ACME-INV-000044,2025-02-01,2025-02-01,2025-03-01,366.16,73.23,292.93,USD,0.00
inv_000045,cust_0002,sub_0003,ACME-INV-000045,2025-03-01,2025-03-01,2025-04-01,366.16,73.23,292.93,USD,0.00
inv_000046,cust_0002,sub_0003,ACME-INV-000046,2025-04-01,2025-04-01,2025-05-01,366.16,73.23,292.93,USD,0.00
inv_000047,cust_0002,sub_0003,ACME-INV-000047,2025-05-01,2025-05-01,2025-06-01,366.16,73.23,292.93,USD,0.00
inv_000048,cust_0002,sub_0003,ACME-INV-000048,2025-06-01,2025-06-01,2025-07-01,366.16,73.23,292.93,USD,0.00
inv_000049,cust_0002,sub_0004,ACME-INV-000049,2023-08-01,2023-08-01,2023-09-01,8075.76,1615.15,6460.61,USD,0.00
inv_000050,cust_0002,sub_0004,ACME-INV-000050,2023-09-01,2023-09-01,2023-10-01,8075.76,1615.15,6460.61,USD,0.00
inv_000051,cust_0002,sub_0004,ACME-INV-000051,2023-10-01,2023-10-01,2023-11-01,8075.76,1615.15,6460.61,USD,0.00
inv_000052,cust_0002,sub_0004,ACME-INV-000052,2023-11-01,2023-11-01,2023-12-01,8075.76,1615.15,6460.61,USD,0.00
inv_000053,cust_0002,sub_0004,ACME-INV-000053,2023-12-01,2023-12-01,2024-01-01,8075.76,1615.15,6460.61,USD,0.00
inv_000054,cust_0002,sub_0004,ACME-INV-000054,2024-01-01,2024-01-01,2024-02-01,8075.76,1615.15,6460.61,USD,0.00
inv_000055,cust_0002,sub_0004,ACME-INV-000055,2024-02-01,2024-02-01,2024-03-01,8075.76,1615.15,6460.61,USD,0.00
inv_000056,cust_0002,sub_0004,ACME-INV-000056,2024-03-01,2024-03-01,2024-04-01,8075.76,1615.15,6460.61,USD,0.00
inv_000057,cust_0002,sub_0004,ACME-INV-000057,2024-04-01,2024-04-01,2024-05-01,8075.76,1615.15,6460.61,USD,0.00
inv_000058,cust_0002,sub_0004,ACME-INV-000058,2024-05-01,2024-05-01,2024-06-01,8075.76,1615.15,6460.61,USD,0.00
inv_000059,cust_0002,sub_0004,ACME-INV-000059,2024-06-01,2024-06-01,2024-07-01,8075.76,1615.15,6460.61,USD,0.00
inv_000060,cust_0002,sub_0004,ACME-INV-000060,2024-07-01,2024-07-01,2024-08-01,8075.76,1615.15,6460.61,USD,0.00
inv_000061,cust_0002,sub_0004,ACME-INV-000061,2024-08-01,2024-08-01,2024-09-01,8075.76,1615.15,6460.61,USD,0.00
inv_000062,cust_0002,sub_0004,ACME-INV-000062,2024-09-01,2024-09-01,2024-10-01,8075.76,1615.15,6460.61,USD,0.00
inv_000063,cust_0002,sub_0004,ACME-INV-000063,2024-10-01,2024-10-01,2024-11-01,8075.76,1615.15,6460.61,USD,0.00
inv_000064,cust_0002,sub_0004,ACME-INV-000064,2024-11-01,2024-11-01,2024-12-01,8075.76,1615.15,6460.61,USD,0.00
inv_000065,cust_0002,sub_0004,ACME-INV-000065,2024-12-01,2024-12-01,2025-01-01,8075.76,1615.15,6460.61,USD,0.00
inv_000066,cust_0002,sub_0004,ACME-INV-000066,2025-01-01,2025-01-01,2025-02-01,8075.76,1615.15,6460.61,USD,0.00
inv_000067,cust_0002,sub_0004,ACME-INV-000067,2025-02-01,2025-02-01,2025-03-01,8075.76,1615.15,6460.61,USD,0.00
inv_000068,cust_0002,sub_0004,ACME-INV-000068,2025-03-01,2025-03-01,2025-04-01,8075.76,1615.15,6460.61,USD,0.00
inv_000069,cust_0002,sub_0004,ACME-INV-000069,2025-04-01,2025-04-01,2025-05-01,8075.76,1615.15,6460.61,USD,0.00
inv_000070,cust_0002,sub_0004,ACME-INV-000070,2025-05-01,2025-05-01,2025-06-01,8075.76,1615.15,6460.61,USD,0.00
inv_000071,cust_0002,sub_0004,ACME-INV-000071,2025-06-01,2025-06-01,2025-07-01,8075.76,1615.15,6460.61,USD,0.00
inv_000072,cust_0003,sub_0005,ACME-INV-000072,2023-08-01,2023-08-01,2023-09-01,2572.32,514.46,2057.86,USD,0.00
inv_000073,cust_0003,sub_0005,ACME-INV-000073,2023-09-01,2023-09-01,2023-10-01,2572.32,514.46,2057.86,USD,0.00
inv_000074,cust_0003,sub_0005,ACME-INV-000074,2023-10-01,2023-10-01,2023-11-01,2572.32,514.46,2057.86,USD,0.00
inv_000075,cust_0003,sub_0005,ACME-INV-000075,2023-11-01,2023-11-01,2023-12-01,2572.32,514.46,2057.86,USD,0.00
inv_000076,cust_0003,sub_0005,ACME-INV-000076,2023-12-01,2023-12-01,2024-01-01,2572.32,514.46,2057.86,USD,0.00
inv_000077,cust_0003,sub_0005,ACME-INV-000077,2024-01-01,2024-01-01,2024-02-01,2572.32,514.46,2057.86,USD,0.00
inv_000078,cust_0003,sub_0005,ACME-INV-000078,2024-02-01,2024-02-01,2024-03-01,2572.32,514.46,2057.86,USD,0.00
inv_000079,cust_0003,sub_0005,ACME-INV-000079,2024-03-01,2024-03-01,2024-04-01,2572.32,514.46,2057.86,USD,0.00
inv_000080,cust_0003,sub_0005,ACME-INV-000080,2024-04-01,2024-04-01,2024-05-01,2572.32,514.46,2057.86,USD,0.00
inv_000081,cust_0003,sub_0005,ACME-INV-000081,2024-05-01,2024-05-01,2024-06-01,2572.32,514.46,2057.86,USD,0.00
inv_000082,cust_0003,sub_0005,ACME-INV-000082,2024-06-01,2024-06-01,2024-07-01,2572.32,514.46,2057.86,USD,0.00
inv_000083,cust_0003,sub_0005,ACME-INV-000083,2024-07-01,2024-07-01,2024-08-01,2572.32,514.46,2057.86,USD,0.00
inv_000084,cust_0003,sub_0005,ACME-INV-000084,2024-08-01,2024-08-01,2024-09-01,2572.32,514.46,2057.86,USD,0.00
inv_000085,cust_0003,sub_0005,ACME-INV-000085,2024-09-01,2024-09-01,2024-10-01,2572.32,514.46,2057.86,USD,0.00
inv_000086,cust_0003,sub_0005,ACME-INV-000086,2024-10-01,2024-10-01,2024-11-01,2572.32,514.46,2057.86,USD,0.00
inv_000087,cust_0003,sub_0005,ACME-INV-000087,2024-11-01,2024-11-01,2024-12-01,2572.32,514.46,2057.86,USD,0.00
inv_000088,cust_0003,sub_0005,ACME-INV-000088,2024-12-01,2024-12-01,2025-01-01,2572.32,514.46,2057.86,USD,0.00
inv_000089,cust_0003,sub_0005,ACME-INV-000089,2025-01-01,2025-01-01,2025-02-01,2572.32,514.46,2057.86,USD,0.00
inv_000090,cust_0003,sub_0005,ACME-INV-000090,2025-02-01,2025-02-01,2025-03-01,2572.32,514.46,2057.86,USD,0.00
inv_000091,cust_0003,sub_0005,ACME-INV-000091,2025-03-01,2025-03-01,2025-04-01,2572.32,514.46,2057.86,USD,0.00
inv_000092,cust_0003,sub_0005,ACME-INV-000092,2025-04-01,2025-04-01,2025-05-01,2572.32,514.46,2057.86,USD,0.00
inv_000093,cust_0003,sub_0005,ACME-INV-000093,2025-05-01,2025-05-01,2025-06-01,2572.32,514.46,2057.86,USD,0.00
inv_000094,cust_0003,sub_0005,ACME-INV-000094,2025-06-01,2025-06-01,2025-07-01,2572.32,514.46,2057.86,USD,0.00
inv_000095,cust_0003,sub_0006,ACME-INV-000095,2023-08-01,2023-08-01,2024-08-01,165434.40,33086.88,132347.52,USD,0.00
inv_000096,cust_0003,sub_0006,ACME-INV-000096,2024-08-01,2024-08-01,2025-08-01,165434.40,33086.88,132347.52,USD,0.00
inv_000097,cust_0004,sub_0007,ACME-INV-000097,2023-08-01,2023-08-01,2023-09-01,901.60,180.32,721.28,USD,0.00
inv_000098,cust_0004,sub_0007,ACME-INV-000098,2023-09-01,2023-09-01,2023-10-01,901.60,180.32,721.28,USD,0.00
inv_000099,cust_0004,sub_0007,ACME-INV-000099,2023-10-01,2023-10-01,2023-11-01,901.60,180.32,721.28,USD,0.00
inv_000100,cust_0004,sub_0007,ACME-INV-000100,2023-11-01,2023-11-01,2023-12-01,901.60,180.32,721.28,USD,0.00
inv_000101,cust_0004,sub_0007,ACME-INV-000101,2023-12-01,2023-12-01,2024-01-01,901.60,180.32,721.28,USD,0.00
inv_000102,cust_0004,sub_0007,ACME-INV-000102,2024-01-01,2024-01-01,2024-02-01,901.60,180.32,721.28,USD,0.00
inv_000103,cust_0004,sub_0007,ACME-INV-000103,2024-02-01,2024-02-01,2024-03-01,901.60,180.32,721.28,USD,0.00
inv_000104,cust_0004,sub_0007,ACME-INV-000104,2024-03-01,2024-03-01,2024-04-01,901.60,180.32,721.28,USD,0.00
inv_000105,cust_0004,sub_0007,ACME-INV-000105,2024-04-01,2024-04-01,2024-05-01,901.60,180.32,721.28,USD,0.00
inv_000106,cust_0004,sub_0007,ACME-INV-000106,2024-05-01,2024-05-01,2024-06-01,901.60,180.32,721.28,USD,0.00
inv_000107,cust_0004,sub_0007,ACME-INV-000107,2024-06-01,2024-06-01,2024-07-01,901.60,180.32,721.28,USD,0.00
inv_000108,cust_0004,sub_0007,ACME-INV-000108,2024-07-01,2024-07-01,2024-08-01,901.60,180.32,721.28,USD,0.00
inv_000109,cust_0004,sub_0007,ACME-INV-000109,2024-08-01,2024-08-01,2024-09-01,901.60,180.32,721.28,USD,0.00
inv_000110,cust_0004,sub_0007,ACME-INV-000110,2024-09-01,2024-09-01,2024-10-01,901.60,180.32,721.28,USD,0.00
inv_000111,cust_0004,sub_0007,ACME-INV-000111,2024-10-01,2024-10-01,2024-11-01,901.60,180.32,721.28,USD,0.00
inv_000112,cust_0004,sub_0007,ACME-INV-000112,2024-11-01,2024-11-01,2024-12-01,901.60,180.32,721.28,USD,0.00
inv_000113,cust_0004,sub_0007,ACME-INV-000113,2024-12-01,2024-12-01,2025-01-01,901.60,180.32,721.28,USD,0.00
inv_000114,cust_0004,sub_0007,ACME-INV-000114,2025-01-01,2025-01-01,2025-02-01,901.60,180.32,721.28,USD,0.00
inv_000115,cust_0004,sub_0007,ACME-INV-000115,2025-02-01,2025-02-01,2025-03-01,901.60,180.32,721.28,USD,0.00
inv_000116,cust_0004,sub_0007,ACME-INV-000116,2025-03-01,2025-03-01,2025-04-01,901.60,180.32,721.28,USD,0.00
inv_000117,cust_0004,sub_0007,ACME-INV-000117,2025-04-01,2025-04-01,2025-05-01,901.60,180.32,721.28,USD,0.00
inv_000118,cust_0004,sub_0007,ACME-INV-000118,2025-05-01,2025-05-01,2025-06-01,901.60,180.32,721.28,USD,0.00
inv_000119,cust_0004,sub_0007,ACME-INV-000119,2025-06-01,2025-06-01,2025-07-01,901.60,180.32,721.28,USD,0.00
inv_000120,cust_0005,sub_0008,ACME-INV-000120,2023-08-01,2023-08-01,2023-09-01,728.64,145.73,582.91,USD,0.00
inv_000121,cust_0005,sub_0008,ACME-INV-000121,2023-09-01,2023-09-01,2023-10-01,728.64,145.73,582.91,USD,0.00
inv_000122,cust_0005,sub_0008,ACME-INV-000122,2023-10-01,2023-10-01,2023-11-01,728.64,145.73,582.91,USD,0.00
inv_000123,cust_0005,sub_0008,ACME-INV-000123,2023-11-01,2023-11-01,2023-12-01,728.64,145.73,582.91,USD,0.00
inv_000124,cust_0005,sub_0008,ACME-INV-000124,2023-12-01,2023-12-01,2024-01-01,728.64,145.73,582.91,USD,0.00
inv_000125,cust_0005,sub_0008,ACME-INV-000125,2024-01-01,2024-01-01,2024-02-01,728.64,145.73,582.91,USD,0.00
inv_000126,cust_0005,sub_0008,ACME-INV-000126,2024-02-01,2024-02-01,2024-03-01,728.64,145.73,582.91,USD,0.00
inv_000127,cust_0005,sub_0008,ACME-INV-000127,2024-03-01,2024-03-01,2024-04-01,728.64,145.73,582.91,USD,0.00
inv_000128,cust_0005,sub_0008,ACME-INV-000128,2024-04-01,2024-04-01,2024-05-01,728.64,145.73,582.91,USD,0.00
inv_000129,cust_0005,sub_0008,ACME-INV-000129,2024-05-01,2024-05-01,2024-06-01,728.64,145.73,582.91,USD,0.00
inv_000130,cust_0005,sub_0008,ACME-INV-000130,2024-06-01,2024-06-01,2024-07-01,728.64,145.73,582.91,USD,0.00
inv_000131,cust_0005,sub_0008,ACME-INV-000131,2024-07-01,2024-07-01,2024-08-01,728.64,145.73,582.91,USD,0.00
inv_000132,cust_0005,sub_0008,ACME-INV-000132,2024-08-01,2024-08-01,2024-09-01,728.64,145.73,582.91,USD,0.00
inv_000133,cust_0005,sub_0008,ACME-INV-000133,2024-09-01,2024-09-01,2024-10-01,728.64,145.73,582.91,USD,0.00
inv_000134,cust_0005,sub_0008,ACME-INV-000134,2024-10-01,2024-10-01,2024-11-01,728.64,145.73,582.91,USD,0.00
inv_000135,cust_0005,sub_0008,ACME-INV-000135,2024-11-01,2024-11-01,2024-12-01,728.64,145.73,582.91,USD,0.00
inv_000136,cust_0005,sub_0008,ACME-INV-000136,2024-12-01,2024-12-01,2025-01-01,728.64,145.73,582.91,USD,0.00
inv_000137,cust_0005,sub_0008,ACME-INV-000137,2025-01-01,2025-01-01,2025-02-01,728.64,145.73,582.91,USD,0.00
inv_000138,cust_0005,sub_0008,ACME-INV-000138,2025-02-01,2025-02-01,2025-03-01,728.64,145.73,582.91,USD,0.00
inv_000139,cust_0005,sub_0008,ACME-INV-000139,2025-03-01,2025-03-01,2025-04-01,728.64,145.73,582.91,USD,0.00
inv_000140,cust_0005,sub_0008,ACME-INV-000140,2025-04-01,2025-04-01,2025-05-01,728.64,145.73,582.91,USD,0.00
inv_000141,cust_0005,sub_0008,ACME-INV-000141,2025-05-01,2025-05-01,2025-06-01,728.64,145.73,582.91,USD,0.00
inv_000142,cust_0005,sub_0008,ACME-INV-000142,2025-06-01,2025-06-01,2025-07-01,728.64,145.73,582.91,USD,0.00
inv_000143,cust_0006,sub_0009,ACME-INV-000143,2023-08-01,2023-08-01,2023-09-01,1098.48,219.70,878.78,USD,0.00
inv_000144,cust_0006,sub_0009,ACME-INV-000144,2023-09-01,2023-09-01,2023-10-01,1098.48,219.70,878.78,USD,0.00
inv_000145,cust_0006,sub_0009,ACME-INV-000145,2023-10-01,2023-10-01,2023-11-01,1098.48,219.70,878.78,USD,0.00
inv_000146,cust_0006,sub_0009,ACME-INV-000146,2023-11-01,2023-11-01,2023-12-01,1098.48,219.70,878.78,USD,0.00
inv_000147,cust_0006,sub_0009,ACME-INV-000147,2023-12-01,2023-12-01,2024-01-01,1098.48,219.70,878.78,USD,0.00
inv_000148,cust_0006,sub_0009,ACME-INV-000148,2024-01-01,2024-01-01,2024-02-01,1098.48,219.70,878.78,USD,0.00
inv_000149,cust_0006,sub_0009,ACME-INV-000149,2024-02-01,2024-02-01,2024-03-01,1098.48,219.70,878.78,USD,0.00
inv_000150,cust_0006,sub_0009,ACME-INV-000150,2024-03-01,2024-03-01,2024-04-01,1098.48,219.70,878.78,USD,0.00
inv_000151,cust_0006,sub_0009,ACME-INV-000151,2024-04-01,2024-04-01,2024-05-01,1098.48,219.70,878.78,USD,0.00
inv_000152,cust_0006,sub_0009,ACME-INV-000152,2024-05-01,2024-05-01,2024-06-01,1098.48,219.70,878.78,USD,0.00
inv_000153,cust_0006,sub_0009,ACME-INV-000153,2024-06-01,2024-06-01,2024-07-01,1098.48,219.70,878.78,USD,0.00
inv_000154,cust_0006,sub_0009,ACME-INV-000154,2024-07-01,2024-07-01,2024-08-01,1098.48,219.70,878.78,USD,0.00
inv_000155,cust_0006,sub_0009,ACME-INV-000155,2024-08-01,2024-08-01,2024-09-01,1098.48,219.70,878.78,USD,0.00
inv_000156,cust_0006,sub_0009,ACME-INV-000156,2024-09-01,2024-09-01,2024-10-01,1098.48,219.70,878.78,USD,0.00
inv_000157,cust_0006,sub_0009,ACME-INV-000157,2024-10-01,2024-10-01,2024-11-01,1098.48,219.70,878.78,USD,0.00
inv_000158,cust_0006,sub_0009,ACME-INV-000158,2024-11-01,2024-11-01,2024-12-01,1098.48,219.70,878.78,USD,0.00
inv_000159,cust_0006,sub_0009,ACME-INV-000159,2024-12-01,2024-12-01,2025-01-01,1098.48,219.70,878.78,USD,0.00
inv_000160,cust_0006,sub_0009,ACME-INV-000160,2025-01-01,2025-01-01,2025-02-01,1098.48,219.70,878.78,USD,0.00
inv_000161,cust_0006,sub_0009,ACME-INV-000161,2025-02-01,2025-02-01,2025-03-01,1098.48,219.70,878.78,USD,0.00
inv_000162,cust_0006,sub_0009,ACME-INV-000162,2025-03-01,2025-03-01,2025-04-01,1098.48,219.70,878.78,USD,0.00
inv_000163,cust_0006,sub_0009,ACME-INV-000163,2025-04-01,2025-04-01,2025-05-01,1098.48,219.70,878.78,USD,0.00
inv_000164,cust_0006,sub_0009,ACME-INV-000164,2025-05-01,2025-05-01,2025-06-01,1098.48,219.70,878.78,USD,0.00
inv_000165,cust_0006,sub_0009,ACME-INV-000165,2025-06-01,2025-06-01,2025-07-01,1098.48,219.70,878.78,USD,0.00
inv_000166,cust_0007,sub_0010,ACME-INV-000166,2023-08-01,2023-08-01,2023-09-01,2202.48,440.50,1761.98,USD,0.00
inv_000167,cust_0007,sub_0010,ACME-INV-000167,2023-09-01,2023-09-01,2023-10-01,2202.48,440.50,1761.98,USD,0.00
inv_000168,cust_0007,sub_0010,ACME-INV-000168,2023-10-01,2023-10-01,2023-11-01,2202.48,440.50,1761.98,USD,0.00
inv_000169,cust_0007,sub_0010,ACME-INV-000169,2023-11-01,2023-11-01,2023-12-01,2202.48,440.50,1761.98,USD,0.00
inv_000170,cust_0007,sub_0010,ACME-INV-000170,2023-12-01,2023-12-01,2024-01-01,2202.48,440.50,1761.98,USD,0.00
inv_000171,cust_0007,sub_0010,ACME-INV-000171,2024-01-01,2024-01-01,2024-02-01,2202.48,440.50,1761.98,USD,0.00
inv_000172,cust_0007,sub_0010,ACME-INV-000172,2024-02-01,2024-02-01,2024-03-01,2202.48,440.50,1761.98,USD,0.00
inv_000173,cust_0007,sub_0010,ACME-INV-000173,2024-03-01,2024-03-01,2024-04-01,2202.48,440.50,1761.98,USD,0.00
inv_000174,cust_0007,sub_0010,ACME-INV-000174,2024-04-01,2024-04-01,2024-05-01,2202.48,440.50,1761.98,USD,0.00
inv_000175,cust_0007,sub_0010,ACME-INV-000175,2024-05-01,2024-05-01,2024-06-01,2202.48,440.50,1761.98,USD,0.00
inv_000176,cust_0007,sub_0010,ACME-INV-000176,2024-06-01,2024-06-01,2024-07-01,2202.48,440.50,1761.98,USD,0.00
inv_000177,cust_0007,sub_0010,ACME-INV-000177,2024-07-01,2024-07-01,2024-08-01,2202.48,440.50,1761.98,USD,0.00
inv_000178,cust_0007,sub_0010,ACME-INV-000178,2024-08-01,2024-08-01,2024-09-01,2202.48,440.50,1761.98,USD,0.00
inv_000179,cust_0007,sub_0010,ACME-INV-000179,2024-09-01,2024-09-01,2024-10-01,2202.48,440.50,1761.98,USD,0.00
inv_000180,cust_0007,sub_0010,ACME-INV-000180,2024-10-01,2024-10-01,2024-11-01,2202.48,440.50,1761.98,USD,0.00
inv_000181,cust_0007,sub_0010,ACME-INV-000181,2024-11-01,2024-11-01,2024-12-01,2202.48,440.50,1761.98,USD,0.00
inv_000182,cust_0007,sub_0010,ACME-INV-000182,2024-12-01,2024-12-01,2025-01-01,2202.48,440.50,1761.98,USD,0.00
inv_000183,cust_0007,sub_0010,ACME-INV-000183,2025-01-01,2025-01-01,2025-02-01,2202.48,440.50,1761.98,USD,0.00
inv_000184,cust_0007,sub_0010,ACME-INV-000184,2025-02-01,2025-02-01,2025-03-01,2202.48,440.50,1761.98,USD,0.00
inv_000185,cust_0007,sub_0010,ACME-INV-000185,2025-03-01,2025-03-01,2025-04-01,2202.48,440.50,1761.98,USD,0.00
inv_000186,cust_0007,sub_0010,ACME-INV-000186,2025-04-01,2025-04-01,2025-05-01,2202.48,440.50,1761.98,USD,0.00
inv_000187,cust_0007,sub_0010,ACME-INV-000187,2025-05-01,2025-05-01,2025-06-01,2202.48,440.50,1761.98,USD,0.00
inv_000188,cust_0007,sub_0010,ACME-INV-000188,2025-06-01,2025-06-01,2025-07-01,2202.48,440.50,1761.98,USD,0.00
inv_000189,cust_0008,sub_0011,ACME-INV-000189,2023-08-01,2023-08-01,2024-08-01,70738.80,14147.76,56591.04,USD,0.00
inv_000190,cust_0008,sub_0011,ACME-INV-000190,2024-08-01,2024-08-01,2025-08-01,70738.80,14147.76,56591.04,USD,0.00
inv_000191,cust_0008,sub_0012,ACME-INV-000191,2023-08-01,2023-08-01,2023-09-01,12867.12,2573.42,10293.70,USD,0.00
inv_000192,cust_0008,sub_0012,ACME-INV-000192,2023-09-01,2023-09-01,2023-10-01,12867.12,2573.42,10293.70,USD,0.00
inv_000193,cust_0008,sub_0012,ACME-INV-000193,2023-10-01,2023-10-01,2023-11-01,12867.12,2573.42,10293.70,USD,0.00
inv_000194,cust_0008,sub_0012,ACME-INV-000194,2023-11-01,2023-11-01,2023-12-01,12867.12,2573.42,10293.70,USD,0.00
inv_000195,cust_0008,sub_0012,ACME-INV-000195,2023-12-01,2023-12-01,2024-01-01,12867.12,2573.42,10293.70,USD,0.00
inv_000196,cust_0008,sub_0012,ACME-INV-000196,2024-01-01,2024-01-01,2024-02-01,12867.12,2573.42,10293.70,USD,0.00
inv_000197,cust_0008,sub_0012,ACME-INV-000197,2024-02-01,2024-02-01,2024-03-01,12867.12,2573.42,10293.70,USD,0.00
inv_000198,cust_0008,sub_0012,ACME-INV-000198,2024-03-01,2024-03-01,2024-04-01,12867.12,2573.42,10293.70,USD,0.00
inv_000199,cust_0008,sub_0012,ACME-INV-000199,2024-04-01,2024-04-01,2024-05-01,12867.12,2573.42,10293.70,USD,0.00
inv_000200,cust_0008,sub_0012,ACME-INV-000200,2024-05-01,2024-05-01,2024-06-01,12867.12,2573.42,10293.70,USD,0.00
