line_item_id,invoice_id,customer_id,subscription_id,product_id,sku,quantity,unit_price,extended_price,billing_interval,line_item_date,currency,is_manual_override
li_0000036,inv_000036,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-06-01,USD,false
li_0000037,inv_000037,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-07-01,USD,false
li_0000038,inv_000038,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-08-01,USD,false
li_0000039,inv_000039,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-09-01,USD,false
li_0000040,inv_000040,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-10-01,USD,false
li_0000041,inv_000041,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-11-01,USD,false
li_0000042,inv_000042,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2024-12-01,USD,false
li_0000043,inv_000043,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2025-01-01,USD,false
li_0000044,inv_000044,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2025-02-01,USD,false
li_0000045,inv_000045,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2025-03-01,USD,false
li_0000046,inv_000046,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2025-04-01,USD,false
li_0000047,inv_000047,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2025-05-01,USD,false
li_0000048,inv_000048,cust_0002,sub_0003,prod_professional_mo,SKU-PRO,2,183.08,366.16,monthly,2025-06-01,USD,false
li_0000049,inv_000049,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2023-08-01,USD,false
li_0000050,inv_000050,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2023-09-01,USD,false
li_0000051,inv_000051,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2023-10-01,USD,false
li_0000052,inv_000052,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2023-11-01,USD,false
li_0000053,inv_000053,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2023-12-01,USD,false
li_0000054,inv_000054,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-01-01,USD,false
li_0000055,inv_000055,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-02-01,USD,false
li_0000056,inv_000056,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-03-01,USD,false
li_0000057,inv_000057,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-04-01,USD,false
li_0000058,inv_000058,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-05-01,USD,false
li_0000059,inv_000059,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-06-01,USD,false
li_0000060,inv_000060,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-07-01,USD,false
li_0000061,inv_000061,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-08-01,USD,false
li_0000062,inv_000062,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-09-01,USD,false
li_0000063,inv_000063,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-10-01,USD,false
li_0000064,inv_000064,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-11-01,USD,false
li_0000065,inv_000065,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2024-12-01,USD,false
li_0000066,inv_000066,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2025-01-01,USD,false
li_0000067,inv_000067,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2025-02-01,USD,false
li_0000068,inv_000068,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2025-03-01,USD,false
li_0000069,inv_000069,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2025-04-01,USD,false
li_0000070,inv_000070,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2025-05-01,USD,false
li_0000071,inv_000071,cust_0002,sub_0004,prod_business_mo,SKU-BIZ,22,367.08,8075.76,monthly,2025-06-01,USD,false
li_0000072,inv_000072,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2023-08-01,USD,false
li_0000073,inv_000073,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2023-09-01,USD,false
li_0000074,inv_000074,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2023-10-01,USD,false
li_0000075,inv_000075,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2023-11-01,USD,false
li_0000076,inv_000076,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2023-12-01,USD,false
li_0000077,inv_000077,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-01-01,USD,false
li_0000078,inv_000078,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-02-01,USD,false
li_0000079,inv_000079,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-03-01,USD,false
li_0000080,inv_000080,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-04-01,USD,false
li_0000081,inv_000081,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-05-01,USD,false
li_0000082,inv_000082,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-06-01,USD,false
li_0000083,inv_000083,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-07-01,USD,false
li_0000084,inv_000084,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-08-01,USD,false
li_0000085,inv_000085,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-09-01,USD,false
li_0000086,inv_000086,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-10-01,USD,false
li_0000087,inv_000087,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-11-01,USD,false
li_0000088,inv_000088,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2024-12-01,USD,false
li_0000089,inv_000089,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2025-01-01,USD,false
li_0000090,inv_000090,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2025-02-01,USD,false
li_0000091,inv_000091,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2025-03-01,USD,false
li_0000092,inv_000092,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2025-04-01,USD,false
li_0000093,inv_000093,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2025-05-01,USD,false
li_0000094,inv_000094,cust_0003,sub_0005,prod_enterprise_mo,SKU-ENT,4,643.08,2572.32,monthly,2025-06-01,USD,false
li_0000095,inv_000095,cust_0003,sub_0006,prod_ultimate_yr,SKU-ULT,18,9190.80,165434.40,annual,2023-08-01,USD,false
li_0000096,inv_000096,cust_0003,sub_0006,prod_ultimate_yr,SKU-ULT,18,9190.80,165434.40,annual,2024-08-01,USD,false
li_0000097,inv_000097,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2023-08-01,USD,false
li_0000098,inv_000098,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2023-09-01,USD,false
li_0000099,inv_000099,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2023-10-01,USD,false
li_0000100,inv_000100,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2023-11-01,USD,false
li_0000101,inv_000101,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2023-12-01,USD,false
li_0000102,inv_000102,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-01-01,USD,false
li_0000103,inv_000103,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-02-01,USD,false
li_0000104,inv_000104,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-03-01,USD,false
li_0000105,inv_000105,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-04-01,USD,false
li_0000106,inv_000106,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-05-01,USD,false
li_0000107,inv_000107,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-06-01,USD,false
li_0000108,inv_000108,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-07-01,USD,false
li_0000109,inv_000109,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-08-01,USD,false
li_0000110,inv_000110,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-09-01,USD,false
li_0000111,inv_000111,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-10-01,USD,false
li_0000112,inv_000112,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-11-01,USD,false
li_0000113,inv_000113,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2024-12-01,USD,false
li_0000114,inv_000114,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2025-01-01,USD,false
li_0000115,inv_000115,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2025-02-01,USD,false
li_0000116,inv_000116,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2025-03-01,USD,false
li_0000117,inv_000117,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2025-04-01,USD,false
li_0000118,inv_000118,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2025-05-01,USD,false
li_0000119,inv_000119,cust_0004,sub_0007,prod_starter_mo,SKU-STARTER,20,45.08,901.60,monthly,2025-06-01,USD,false
li_0000120,inv_000120,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2023-08-01,USD,false
li_0000121,inv_000121,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2023-09-01,USD,false
li_0000122,inv_000122,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2023-10-01,USD,false
li_0000123,inv_000123,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2023-11-01,USD,false
li_0000124,inv_000124,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2023-12-01,USD,false
li_0000125,inv_000125,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-01-01,USD,false
li_0000126,inv_000126,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-02-01,USD,false
li_0000127,inv_000127,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-03-01,USD,false
li_0000128,inv_000128,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-04-01,USD,false
li_0000129,inv_000129,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-05-01,USD,false
li_0000130,inv_000130,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-06-01,USD,false
li_0000131,inv_000131,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-07-01,USD,false
li_0000132,inv_000132,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-08-01,USD,false
li_0000133,inv_000133,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-09-01,USD,false
li_0000134,inv_000134,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-10-01,USD,false
li_0000135,inv_000135,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-11-01,USD,false
li_0000136,inv_000136,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2024-12-01,USD,false
li_0000137,inv_000137,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2025-01-01,USD,false
li_0000138,inv_000138,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2025-02-01,USD,false
li_0000139,inv_000139,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2025-03-01,USD,false
li_0000140,inv_000140,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2025-04-01,USD,false
li_0000141,inv_000141,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2025-05-01,USD,false
li_0000142,inv_000142,cust_0005,sub_0008,prod_growth_mo,SKU-GROWTH,8,91.08,728.64,monthly,2025-06-01,USD,false
li_0000143,inv_000143,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2023-08-01,USD,false
li_0000144,inv_000144,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2023-09-01,USD,false
li_0000145,inv_000145,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2023-10-01,USD,false
li_0000146,inv_000146,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2023-11-01,USD,false
li_0000147,inv_000147,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2023-12-01,USD,false
li_0000148,inv_000148,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-01-01,USD,false
li_0000149,inv_000149,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-02-01,USD,false
li_0000150,inv_000150,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-03-01,USD,false
li_0000151,inv_000151,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-04-01,USD,false
li_0000152,inv_000152,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-05-01,USD,false
li_0000153,inv_000153,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-06-01,USD,false
li_0000154,inv_000154,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-07-01,USD,false
li_0000155,inv_000155,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-08-01,USD,false
li_0000156,inv_000156,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-09-01,USD,false
li_0000157,inv_000157,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-10-01,USD,false
li_0000158,inv_000158,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-11-01,USD,false
li_0000159,inv_000159,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2024-12-01,USD,false
li_0000160,inv_000160,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2025-01-01,USD,false
li_0000161,inv_000161,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2025-02-01,USD,false
li_0000162,inv_000162,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2025-03-01,USD,false
li_0000163,inv_000163,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2025-04-01,USD,false
li_0000164,inv_000164,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2025-05-01,USD,false
li_0000165,inv_000165,cust_0006,sub_0009,prod_professional_mo,SKU-PRO,6,183.08,1098.48,monthly,2025-06-01,USD,false
li_0000166,inv_000166,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2023-08-01,USD,false
li_0000167,inv_000167,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2023-09-01,USD,false
li_0000168,inv_000168,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2023-10-01,USD,false
li_0000169,inv_000169,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2023-11-01,USD,false
li_0000170,inv_000170,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2023-12-01,USD,false
li_0000171,inv_000171,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-01-01,USD,false
li_0000172,inv_000172,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-02-01,USD,false
li_0000173,inv_000173,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-03-01,USD,false
li_0000174,inv_000174,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-04-01,USD,false
li_0000175,inv_000175,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-05-01,USD,false
li_0000176,inv_000176,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-06-01,USD,false
li_0000177,inv_000177,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-07-01,USD,false
li_0000178,inv_000178,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-08-01,USD,false
li_0000179,inv_000179,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-09-01,USD,false
li_0000180,inv_000180,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-10-01,USD,false
li_0000181,inv_000181,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-11-01,USD,false
li_0000182,inv_000182,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2024-12-01,USD,false
li_0000183,inv_000183,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2025-01-01,USD,false
li_0000184,inv_000184,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2025-02-01,USD,false
li_0000185,inv_000185,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2025-03-01,USD,false
li_0000186,inv_000186,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2025-04-01,USD,false
li_0000187,inv_000187,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2025-05-01,USD,false
li_0000188,inv_000188,cust_0007,sub_0010,prod_business_mo,SKU-BIZ,6,367.08,2202.48,monthly,2025-06-01,USD,false
li_0000189,inv_000189,cust_0008,sub_0011,prod_enterprise_yr,SKU-ENT,11,6430.80,70738.80,annual,2023-08-01,USD,false
li_0000190,inv_000190,cust_0008,sub_0011,prod_enterprise_yr,SKU-ENT,11,6430.80,70738.80,annual,2024-08-01,USD,false
li_0000191,inv_000191,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2023-08-01,USD,false
li_0000192,inv_000192,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2023-09-01,USD,false
li_0000193,inv_000193,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2023-10-01,USD,false
li_0000194,inv_000194,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2023-11-01,USD,false
li_0000195,inv_000195,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2023-12-01,USD,false
li_0000196,inv_000196,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-01-01,USD,false
li_0000197,inv_000197,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-02-01,USD,false
li_0000198,inv_000198,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-03-01,USD,false
li_0000199,inv_000199,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-04-01,USD,false
li_0000200,inv_000200,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-05-01,USD,false
li_0000201,inv_000201,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-06-01,USD,false
li_0000202,inv_000202,cust_0008,sub_0012,prod_ultimate_mo,SKU-ULT,14,919.08,12867.12,monthly,2024-07-01,USD,false
